run,model,count,activated_trades,managed_expectancy,gross_managed_expectancy,profit_factor,avg_execution_cost_r,avg_total_cost_r,avg_mfe_r,avg_rr,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,walk_forward_passed,walk_forward_failed_gates,top_no_trade_reasons,barriers,source_dir
entry_models_2025_05_06_15m_30m,Entry Model 1,1607,,,,,,,4.21383,,,0.536293,0.306554,0.578718,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_2025_05_06_15m_30m
entry_models_2025_05_06_1h_4h,Entry Model 1,334,,,,,,,2.164518,,,0.488372,0.282392,0.622754,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_2025_05_06_1h_4h
entry_models_2025_05_06_5m,Entry Model 1,3589,,,,,,,2.891685,,,0.539411,0.305476,0.606018,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_2025_05_06_5m
entry_models_2025_05_06_combined,Entry Model 1,5530,,,,,,,3.231354,,,0.535356,0.304366,0.599096,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_2025_05_06_combined
entry_models_accumulated,Entry Model 1,517,,,,,,,2.516768,,,0.523282,0.297118,0.564797,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_accumulated
entry_models_htf_strict_2025_05_06_15m_30m,Entry Model 1,646,,,,,,,6.20602,,,0.458554,0.252205,0.636223,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_htf_strict_2025_05_06_15m_30m
entry_models_htf_strict_2025_05_06_5m,Entry Model 1,1578,,,,,,,3.145958,,,0.507807,0.282528,0.657795,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_htf_strict_2025_05_06_5m
entry_models_htf_strict_2025_05_06_combined,Entry Model 1,2224,,,,,,,4.053414,,,0.493201,0.273536,0.651529,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_htf_strict_2025_05_06_combined
htf_soft_after_ict_refactor,Entry Model 1,667,,,,,,,2.151696,,,0.475728,0.268608,0.517241,,,,mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\htf_soft_after_ict_refactor
htf_strict_after_ict_refactor,Entry Model 1,324,,,,,,,2.246167,,,0.49026,0.327922,0.481481,,,,mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\htf_strict_after_ict_refactor
htf_strict_after_ict_refactor_2025_05_06_1h_4h_model12,Entry Model 1,21,,,,,,,2.745599,,,0.473684,0.263158,0.571429,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\htf_strict_after_ict_refactor_2025_05_06_1h_4h_model12
legacy_after_ict_refactor,Entry Model 1,1955,,,,,,,2.40496,,,0.482561,0.272727,0.573402,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\legacy_after_ict_refactor
legacy_after_ict_refactor_2025_05_06_1h_4h_model12,Entry Model 1,453,,,,,,,2.266332,,,0.492424,0.272727,0.629139,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\legacy_after_ict_refactor_2025_05_06_1h_4h_model12
probe_5m_3d,Entry Model 1,95,,,,,,,3.025005,,,0.554217,0.349398,0.663158,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\probe_5m_3d
smoke_ict_refactor,Entry Model 1,49,,,,,,,1.53751,,,0.367347,0.244898,0.673469,,,,high_invalidation;missing_expectancy;missing_profit_factor;weak_1r_followthrough;zero_activated_trades,backtest_results\smoke_ict_refactor
smoke_risk_quality_refactor,Entry Model 1,9,,,,,,,1.029969,,,0.333333,0.111111,0.444444,,,,missing_expectancy;missing_profit_factor;weak_1r_followthrough;zero_activated_trades,backtest_results\smoke_risk_quality_refactor
strict_model1_model2_structural,Entry Model 1,49,,,,,,,1.870148,,,0.591837,0.306122,0.265306,,,,missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\strict_model1_model2_structural
entry_models_2025_05_06_15m_30m,Entry Model 2,2827,,,,,,,3.446172,,,0.535027,0.332241,0.655819,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_2025_05_06_15m_30m
entry_models_2025_05_06_1h_4h,Entry Model 2,570,,,,,,,3.396077,,,0.541082,0.344689,0.659649,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_2025_05_06_1h_4h
entry_models_2025_05_06_5m,Entry Model 2,5968,,,,,,,3.444528,,,0.525619,0.329242,0.691354,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_2025_05_06_5m
entry_models_2025_05_06_combined,Entry Model 2,9365,,,,,,,3.44203,,,0.529419,0.331104,0.678697,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_2025_05_06_combined
entry_models_accumulated,Entry Model 2,787,,,,,,,3.049493,,,0.54185,0.337739,0.66582,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_accumulated
entry_models_htf_strict_2025_05_06_15m_30m,Entry Model 2,1225,,,,,,,3.161238,,,0.467181,0.290541,0.71102,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_htf_strict_2025_05_06_15m_30m
entry_models_htf_strict_2025_05_06_5m,Entry Model 2,2711,,,,,,,3.563776,,,0.466228,0.294737,0.729251,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_htf_strict_2025_05_06_5m
entry_models_htf_strict_2025_05_06_combined,Entry Model 2,3936,,,,,,,3.438013,,,0.466526,0.293426,0.723577,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_htf_strict_2025_05_06_combined
htf_soft_after_ict_refactor,Entry Model 2,685,,,,,,,2.673317,,,0.478477,0.266556,0.582482,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\htf_soft_after_ict_refactor
htf_strict_after_ict_refactor,Entry Model 2,342,,,,,,,2.644277,,,0.51634,0.30719,0.54386,,,,mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\htf_strict_after_ict_refactor
htf_strict_after_ict_refactor_2025_05_06_1h_4h_model12,Entry Model 2,33,,,,,,,1.92171,,,0.344828,0.310345,0.606061,,,,high_invalidation;missing_expectancy;missing_profit_factor;weak_1r_followthrough;zero_activated_trades,backtest_results\htf_strict_after_ict_refactor_2025_05_06_1h_4h_model12
legacy_after_ict_refactor,Entry Model 2,1260,,,,,,,2.467595,,,0.488021,0.254658,0.577778,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\legacy_after_ict_refactor
legacy_after_ict_refactor_2025_05_06_1h_4h_model12,Entry Model 2,319,,,,,,,2.116596,,,0.422383,0.249097,0.570533,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;weak_1r_followthrough;zero_activated_trades,backtest_results\legacy_after_ict_refactor_2025_05_06_1h_4h_model12
probe_5m_3d,Entry Model 2,158,,,,,,,2.454065,,,0.515152,0.295455,0.683544,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\probe_5m_3d
smoke_ict_refactor,Entry Model 2,61,,,,,,,1.660089,,,0.438596,0.280702,0.606557,,,,high_invalidation;missing_expectancy;missing_profit_factor;weak_1r_followthrough;zero_activated_trades,backtest_results\smoke_ict_refactor
smoke_risk_quality_refactor,Entry Model 2,40,,,,,,,7.529311,,,0.675,0.575,0.775,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\smoke_risk_quality_refactor
strict_model1_model2_structural,Entry Model 2,215,,,,,,,14.454856,,,0.706977,0.562791,0.809302,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\strict_model1_model2_structural
entry_models_2025_05_06_15m_30m,Entry Model 3,1130,,,,,,,22.17468,,,0.544362,0.360444,0.752212,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_2025_05_06_15m_30m
entry_models_2025_05_06_1h_4h,Entry Model 3,230,,,,,,,20.663959,,,0.568182,0.431818,0.813043,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_2025_05_06_1h_4h
entry_models_2025_05_06_combined,Entry Model 3,1360,,,,,,,21.919413,,,0.548387,0.372504,0.7625,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_2025_05_06_combined
entry_models_accumulated,Entry Model 3,135,,,,,,,10.058389,,,0.551181,0.370079,0.748148,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_accumulated
entry_models_htf_strict_2025_05_06_15m_30m,Entry Model 3,180,,,,,,,6.927113,,,0.52514,0.379888,0.922222,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_htf_strict_2025_05_06_15m_30m
entry_models_htf_strict_2025_05_06_combined,Entry Model 3,180,,,,,,,6.927113,,,0.52514,0.379888,0.922222,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\entry_models_htf_strict_2025_05_06_combined
htf_soft_after_ict_refactor,Entry Model 3,88,,,,,,,9.254832,,,0.5125,0.425,0.886364,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\htf_soft_after_ict_refactor
htf_strict_after_ict_refactor,Entry Model 3,38,,,,,,,8.8909,,,0.529412,0.470588,0.842105,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\htf_strict_after_ict_refactor
htf_strict_after_ict_refactor_2025_05_06_1h_4h_model3,Entry Model 3,12,,,,,,,18.429536,,,0.454545,0.454545,0.833333,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\htf_strict_after_ict_refactor_2025_05_06_1h_4h_model3
legacy_after_ict_refactor,Entry Model 3,21,,,,,,,15.052291,,,0.352941,0.294118,1.0,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;weak_1r_followthrough;zero_activated_trades,backtest_results\legacy_after_ict_refactor
legacy_after_ict_refactor_2025_05_06_1h_4h_model3,Entry Model 3,20,,,,,,,9.894489,,,0.631579,0.631579,0.7,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\legacy_after_ict_refactor_2025_05_06_1h_4h_model3
model3_fill_100,Entry Model 3,14,,,,,,,4.918568,,,0.461538,0.461538,0.928571,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\model3_fill_100
model3_fill_25,Entry Model 3,23,,,,,,,9.083174,,,0.555556,0.5,0.826087,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\model3_fill_25
model3_fill_50,Entry Model 3,21,,,,,,,9.083174,,,0.555556,0.5,0.809524,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\model3_fill_50
model3_refined_htf_ob,Entry Model 3,4,,,,,,,0.077751,,,0.0,0.0,0.0,,,,missing_expectancy;missing_profit_factor;weak_1r_followthrough;zero_activated_trades,backtest_results\model3_refined_htf_ob
model3_refined_ltf_mss,Entry Model 3,1,,,,,,,1.77798,,,0.0,0.0,1.0,,,,high_invalidation;missing_expectancy;missing_profit_factor;weak_1r_followthrough;zero_activated_trades,backtest_results\model3_refined_ltf_mss
model3_refined_source_zone,Entry Model 3,3,,,,,,,3.857193,,,0.0,0.0,1.0,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;weak_1r_followthrough;zero_activated_trades,backtest_results\model3_refined_source_zone
smoke_ict_refactor,Entry Model 3,7,,,,,,,2.410294,,,0.5,0.333333,0.857143,,,,high_invalidation;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\smoke_ict_refactor
research_2025_1h_btc_breaker_off_raw,breaker_block,36,15,0.420947,,,,,11.7464,4.206959,0.25,0.277778,0.25,0.166667,,,target_rr_below_2:19:0.577992;none:13:-0.25;target_rr_below_3:4:1.534278,missing_profit_factor;poor_fill_or_activation;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\research_2025_1h_btc_breaker_off_raw
probe_costed_2025_btc_1h_core_models,breaker_block,13,3,-0.815167,0.3,,0.257346,,17.327972,12.607311,0.0,0.230769,0.153846,0.230769,,,insufficient_displacement:8:-0.815167;insufficient_displacement;target_rr_below_2:3:;target_rr_below_2:1:;none:1:,cost_drag;low_target_hit_rate;mfe_not_monetized;missing_profit_factor;negative_expectancy;net_cost_gap;poor_fill_or_activation;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\probe_costed_2025_btc_1h_core_models
batch_score_may_jun_2025_1h_aligned,breaker_block,31,13,,,,,,11.647242,4.350119,0.225806,0.258065,0.193548,0.193548,,,poor_pd_location;insufficient_displacement;target_rr_below_2:8:;equilibrium;insufficient_displacement;target_rr_below_2:7:;insufficient_displacement;target_rr_below_2:5:;insufficient_displacement:5:,low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;poor_fill_or_activation;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_1h_aligned
batch_score_may_jun_2025_1h_off,breaker_block,153,113,,,,,,17.147228,2.561585,0.496732,0.535948,0.45098,0.24183,,,insufficient_displacement;target_rr_below_2:104:;insufficient_displacement:34:;insufficient_displacement;target_rr_below_3:15:,missing_expectancy;missing_profit_factor;target_rr_pressure,backtest_results\batch_score_may_jun_2025_1h_off
batch_score_may_jun_2025_1h_strict,breaker_block,31,13,,,,,,11.647242,4.350119,0.225806,0.258065,0.193548,0.193548,,,poor_pd_location;insufficient_displacement;target_rr_below_2:8:;equilibrium;insufficient_displacement;target_rr_below_2:7:;insufficient_displacement;target_rr_below_2:5:;insufficient_displacement:5:,low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;poor_fill_or_activation;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_1h_strict
batch_score_may_jun_2025_30m_btc_aligned,breaker_block,24,14,,,,,,16.529494,3.315362,0.291667,0.291667,0.291667,0.291667,,,poor_pd_location;insufficient_displacement;target_rr_below_2:9:;insufficient_displacement:6:;insufficient_displacement;target_rr_below_2:4:;poor_pd_location;insufficient_displacement;target_rr_below_3:3:,missing_expectancy;missing_profit_factor;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_30m_btc_aligned
batch_score_may_jun_2025_30m_btc_off,breaker_block,120,101,,,,,,12.463483,2.314901,0.533333,0.575,0.475,0.308333,,,insufficient_displacement;target_rr_below_2:78:;insufficient_displacement:27:;insufficient_displacement;target_rr_below_3:15:,missing_expectancy;missing_profit_factor;target_rr_pressure,backtest_results\batch_score_may_jun_2025_30m_btc_off
batch_score_may_jun_2025_30m_btc_strict,breaker_block,24,14,,,,,,16.529494,3.315362,0.291667,0.291667,0.291667,0.291667,,,poor_pd_location;insufficient_displacement;target_rr_below_2:9:;insufficient_displacement:6:;insufficient_displacement;target_rr_below_2:4:;poor_pd_location;insufficient_displacement;target_rr_below_3:3:,missing_expectancy;missing_profit_factor;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_30m_btc_strict
batch_score_may_jun_2025_4h_aligned,breaker_block,11,4,,,,,,15.78748,1.928618,0.363636,0.363636,0.363636,0.0,,,poor_pd_location;insufficient_displacement;target_rr_below_2:4:;equilibrium;insufficient_displacement;target_rr_below_2:3:;insufficient_displacement:2:;poor_pd_location;insufficient_displacement;target_rr_below_3:1:,missing_expectancy;missing_profit_factor;poor_fill_or_activation;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_4h_aligned
batch_score_may_jun_2025_4h_off,breaker_block,36,28,,,,,,14.464833,1.918009,0.611111,0.583333,0.555556,0.166667,,,insufficient_displacement;target_rr_below_2:29:;insufficient_displacement:7:,missing_expectancy;missing_profit_factor;target_rr_pressure;thin_sample,backtest_results\batch_score_may_jun_2025_4h_off
batch_score_may_jun_2025_4h_strict,breaker_block,11,4,,,,,,15.78748,1.928618,0.363636,0.363636,0.363636,0.0,,,poor_pd_location;insufficient_displacement;target_rr_below_2:4:;equilibrium;insufficient_displacement;target_rr_below_2:3:;insufficient_displacement:2:;poor_pd_location;insufficient_displacement;target_rr_below_3:1:,missing_expectancy;missing_profit_factor;poor_fill_or_activation;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_4h_strict
batch_score_may_oct_2025_1h_aligned,breaker_block,64,30,,,,,,11.457118,6.273518,0.328125,0.296875,0.265625,0.140625,,,poor_pd_location;insufficient_displacement;target_rr_below_2:28:;insufficient_displacement;target_rr_below_2:16:;insufficient_displacement:10:;poor_pd_location;insufficient_displacement:6:,missing_expectancy;missing_profit_factor;poor_fill_or_activation;target_rr_pressure;weak_1r_followthrough,backtest_results\batch_score_may_oct_2025_1h_aligned
batch_score_may_oct_2025_30m_btc_aligned,breaker_block,63,37,,,,,,13.161737,2.570787,0.333333,0.349206,0.349206,0.238095,,,poor_pd_location;insufficient_displacement;target_rr_below_2:25:;insufficient_displacement;target_rr_below_2:14:;insufficient_displacement:9:;poor_pd_location;insufficient_displacement:7:,missing_expectancy;missing_profit_factor;target_rr_pressure;weak_1r_followthrough,backtest_results\batch_score_may_oct_2025_30m_btc_aligned
batch_score_may_oct_2025_4h_aligned,breaker_block,26,11,,,,,,8.660527,2.679307,0.346154,0.307692,0.269231,0.076923,,,poor_pd_location;insufficient_displacement;target_rr_below_2:13:;insufficient_displacement;target_rr_below_2:5:;poor_pd_location;insufficient_displacement:4:;insufficient_displacement:3:,missing_expectancy;missing_profit_factor;poor_fill_or_activation;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\batch_score_may_oct_2025_4h_aligned
breaker_research_may_oct_2025_1h,breaker_block,4,3,,,,,,9.664197,10.249643,0.25,0.5,0.5,0.25,,,target_rr_below_2:2:;none:2:,missing_expectancy;missing_profit_factor;target_rr_pressure;thin_sample,backtest_results\breaker_research_may_oct_2025_1h
breaker_research_may_oct_2025_30m_btc,breaker_block,7,0,,,,,,,69.195119,0.0,0.0,0.0,0.0,,,none:4:;target_rr_below_3:3:,low_target_hit_rate;missing_expectancy;missing_profit_factor;poor_fill_or_activation;target_rr_pressure;weak_1r_followthrough;zero_activated_trades,backtest_results\breaker_research_may_oct_2025_30m_btc
breaker_research_may_oct_2025_4h,breaker_block,1,1,,,,,,18.911044,6.845265,0.0,0.0,0.0,1.0,,,none:1:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;thin_sample;weak_1r_followthrough,backtest_results\breaker_research_may_oct_2025_4h
new_ict_models_aligned,breaker_block,379,,,,,,,7.009109,,0.414248,,,0.583113,,,,high_invalidation;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\new_ict_models_aligned
new_ict_models_off,breaker_block,4032,,,,,,,10.050475,,0.444444,,,0.553075,,,,high_invalidation;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\new_ict_models_off
new_ict_models_quality_aligned,breaker_block,98,62,,,,,,9.502403,2.380803,0.438776,0.387755,0.265306,0.163265,,,,missing_expectancy;missing_profit_factor;weak_1r_followthrough,backtest_results\new_ict_models_quality_aligned
new_ict_models_quality_off,breaker_block,933,741,,,,,,13.482338,2.537067,0.56806,0.562701,0.464094,0.217578,,,,missing_expectancy;missing_profit_factor,backtest_results\new_ict_models_quality_off
research_2025_1h_btc_breaker_strict,breaker_block,2,0,,,,,,,14.256347,0.0,0.0,0.0,0.0,,,target_rr_below_2:1:;none:1:,low_target_hit_rate;missing_expectancy;missing_profit_factor;poor_fill_or_activation;target_rr_pressure;weak_1r_followthrough;zero_activated_trades,backtest_results\research_2025_1h_btc_breaker_strict
batch_score_may_jun_2025_1h_aligned,ict2022_mss_fvg,1,1,,,,,,1.675943,6.957059,0.0,1.0,0.0,0.0,,,none:1:,low_target_hit_rate;missing_expectancy;missing_profit_factor;thin_sample,backtest_results\batch_score_may_jun_2025_1h_aligned
batch_score_may_jun_2025_1h_strict,ict2022_mss_fvg,1,1,,,,,,1.675943,6.957059,0.0,1.0,0.0,0.0,,,none:1:,low_target_hit_rate;missing_expectancy;missing_profit_factor;thin_sample,backtest_results\batch_score_may_jun_2025_1h_strict
batch_score_may_jun_2025_30m_btc_aligned,ict2022_mss_fvg,1,1,,,,,,12.613144,22.285479,0.0,1.0,1.0,0.0,,,poor_pd_location:1:,low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;thin_sample,backtest_results\batch_score_may_jun_2025_30m_btc_aligned
batch_score_may_jun_2025_30m_btc_strict,ict2022_mss_fvg,1,1,,,,,,12.613144,22.285479,0.0,1.0,1.0,0.0,,,poor_pd_location:1:,low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;thin_sample,backtest_results\batch_score_may_jun_2025_30m_btc_strict
batch_score_may_oct_2025_1h_aligned,ict2022_mss_fvg,3,3,,,,,,6.958673,14.451878,0.0,1.0,0.666667,0.0,,,none:2:;poor_pd_location:1:,low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;thin_sample,backtest_results\batch_score_may_oct_2025_1h_aligned
batch_score_may_oct_2025_30m_btc_aligned,ict2022_mss_fvg,8,8,,,,,,5.300305,8.794929,0.125,0.75,0.625,0.125,,,poor_pd_location:5:;none:3:,low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;thin_sample,backtest_results\batch_score_may_oct_2025_30m_btc_aligned
new_ict_models_aligned,ict2022_mss_fvg,72,,,,,,,2.220082,,0.638889,,,0.236111,,,,missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\new_ict_models_aligned
new_ict_models_quality_aligned,ict2022_mss_fvg,72,72,,,,,,2.309943,0.662582,0.763889,0.319444,0.138889,0.125,,,,missing_expectancy;missing_profit_factor;weak_1r_followthrough,backtest_results\new_ict_models_quality_aligned
full_2025_updated_4h_strict_tp1_1r_p30,ifvg_retest,15,5,2.273349,,,,,8.982657,2.942714,0.2,0.266667,0.133333,0.133333,,,target_rr_below_2:9:-0.031712;none:6:5.73094,low_target_hit_rate;mfe_not_monetized;missing_profit_factor;poor_fill_or_activation;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\full_2025_updated_4h_strict_tp1_1r_p30
fvg_retest_depth_session_smoke_may_jun_2025_btc_15m,ifvg_retest,10,3,0.095102,,,,,13.448039,3.281745,0.1,0.1,0.1,0.2,,,none:5:0.642653;target_rr_below_2:4:-1.0;target_rr_below_3:1:,low_expectancy;low_target_hit_rate;mfe_not_monetized;missing_profit_factor;poor_fill_or_activation;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\fvg_retest_depth_session_smoke_may_jun_2025_btc_15m
full_2025_updated_30m_btc_strict_tp1_1r_p30,ifvg_retest,37,16,-0.146507,,,,,23.110541,3.309464,0.108108,0.108108,0.081081,0.324324,,,target_rr_below_2:15:-0.6928;none:15:0.064581;target_rr_below_3:7:1.988837,low_target_hit_rate;mfe_not_monetized;missing_profit_factor;negative_expectancy;poor_fill_or_activation;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\full_2025_updated_30m_btc_strict_tp1_1r_p30
full_2025_updated_1h_strict_tp1_1r_p30,ifvg_retest,22,14,-0.302289,,,,,14.529968,10.704277,0.136364,0.181818,0.181818,0.5,,,none:13:-0.783333;target_rr_below_2:6:-0.783336;target_rr_below_3:3:1.461546,low_target_hit_rate;mfe_not_monetized;missing_profit_factor;negative_expectancy;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\full_2025_updated_1h_strict_tp1_1r_p30
probe_costed_2025_4h_ifvg_reclaimed,ifvg_retest,2,1,-1.164073,-1.0,,0.082036,,9.551966,5.907113,0.0,0.0,0.0,0.5,,,none:2:-1.164073,low_target_hit_rate;mfe_not_monetized;missing_profit_factor;negative_expectancy;net_cost_gap;thin_sample;weak_1r_followthrough,backtest_results\probe_costed_2025_4h_ifvg_reclaimed
batch_score_may_jun_2025_1h_aligned,ifvg_retest,28,26,,,,,,24.866026,5.217411,0.214286,0.285714,0.285714,0.714286,,,none:10:;target_rr_below_2:7:;poor_pd_location;target_rr_below_2:4:;poor_pd_location:3:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_1h_aligned
batch_score_may_jun_2025_1h_off,ifvg_retest,184,174,,,,,,24.385851,6.97193,0.23913,0.293478,0.277174,0.701087,,,none:98:;target_rr_below_2:67:;target_rr_below_3:19:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_1h_off
batch_score_may_jun_2025_1h_strict,ifvg_retest,28,26,,,,,,24.866026,5.217411,0.214286,0.285714,0.285714,0.714286,,,none:10:;target_rr_below_2:7:;poor_pd_location;target_rr_below_2:4:;poor_pd_location:3:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_1h_strict
batch_score_may_jun_2025_30m_btc_aligned,ifvg_retest,27,26,,,,,,17.34036,4.63422,0.111111,0.148148,0.111111,0.851852,,,poor_pd_location:8:;target_rr_below_2:6:;poor_pd_location;target_rr_below_2:6:;none:6:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_30m_btc_aligned
batch_score_may_jun_2025_30m_btc_off,ifvg_retest,136,131,,,,,,15.206727,5.322641,0.227941,0.323529,0.272059,0.735294,,,none:72:;target_rr_below_2:56:;target_rr_below_3:8:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_30m_btc_off
batch_score_may_jun_2025_30m_btc_strict,ifvg_retest,27,26,,,,,,17.34036,4.63422,0.111111,0.148148,0.111111,0.851852,,,poor_pd_location:8:;target_rr_below_2:6:;poor_pd_location;target_rr_below_2:6:;none:6:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_30m_btc_strict
