model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,7,7,7,0,2.561176,2.173997,0.571429,2.0,80.0,0.922568,0.770241,0.324703,0.324703,0.445539,0.571429,0.714286,0.571429,0.285714,1.0,11.0,1.4,2.5,0,7
turtle_soup,short,11,11,11,0,3.647641,4.364205,0.545455,2.0,80.0,0.636364,0.772727,0.407743,0.407743,0.364984,0.545455,0.818182,0.545455,0.454545,1.0,5.0,1.666667,1.333333,0,11
