phase,start_date,end_date,count,activated_trades,managed_expectancy,gross_managed_expectancy,profit_factor,max_drawdown_r,win_rate,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,session_overtrade_count,passed,failed_gates
overall,2022-03-27,2024-10-05,40,40,0.259288,0.406279,1.994182,2.778063,0.75,0.146991,0.0,0.146991,0,False,min_managed_expectancy_r
train,2022-03-27,2023-02-28,13,13,0.288839,0.438581,2.064594,2.657618,0.769231,0.149742,0.0,0.149742,0,False,min_managed_expectancy_r
validation,2023-04-12,2024-02-23,13,13,0.385264,0.524895,2.943438,1.140955,0.769231,0.139631,0.0,0.139631,0,True,
test,2024-03-12,2024-10-05,14,14,0.11487,0.26614,1.371573,2.778063,0.714286,0.15127,0.0,0.15127,0,False,min_managed_expectancy_r
