model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,23,23,23,0,3.818357,2.098568,0.652174,1.565528,73.478261,0.442756,0.642939,0.506835,0.506835,0.136104,0.0,0.136104,0.652174,0.608696,0.0,0.217391,1.0,8.2,5.5,,1,21
turtle_soup,valid,17,17,17,0,3.273132,1.161849,0.352941,1.711556,74.705882,-0.406891,0.086092,-0.075628,-0.075628,0.16172,0.0,0.16172,0.352941,0.411765,0.058824,0.647059,1.0,2.545455,2.142857,1.0,2,13
