model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,17,17,17,0,4.856628,1.650412,0.529412,1.744103,74.117647,0.241696,0.587531,0.442756,0.442756,0.144775,0.0,0.144775,0.529412,0.647059,0.058824,0.352941,1.0,3.0,6.818182,1.0,2,15
turtle_soup,short,23,23,23,0,2.647947,1.875864,0.521739,1.541472,73.913043,-0.036634,0.27231,0.123681,0.123681,0.148629,0.0,0.148629,0.521739,0.434783,0.0,0.434783,1.0,5.1,1.7,,1,19
