model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,923,923,923,0,6.669473,4.308735,0.317443,4.603868,65.969664,0.408209,0.51984,0.021382,0.021382,0.498493,-3.5e-05,0.498458,0.317443,0.754063,0.475623,0.658722,1.0,3.422697,1.29023,1.722096,351,355
turtle_soup,valid,1237,1237,1237,0,12.97157,8.94914,0.279709,8.873529,69.911075,1.135241,0.36386,-0.596416,-0.596416,0.960396,-0.00012,0.960277,0.279709,0.677445,0.616006,0.700081,1.0,3.210162,1.096659,1.204724,723,176
