model,symbol,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,BTCUSDT,1052,1052,1052,0,10.496298,6.790979,0.318441,6.578019,67.984791,0.802546,0.40244,-0.468736,-0.468736,0.870995,0.000181,0.871176,0.318441,0.693916,0.546578,0.6673,1.0,3.180912,1.126027,1.323478,500,273
turtle_soup,ETHUSDT,1108,1108,1108,0,10.071887,6.082115,0.274368,7.496253,68.456679,0.84548,0.457167,-0.202997,-0.202997,0.660498,-0.000335,0.660164,0.274368,0.725632,0.564982,0.696751,1.0,3.404145,1.237562,1.458466,574,258
