model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,15m,1070,1070,1070,0,9.485873,6.15201,0.291589,6.945356,68.261682,0.88747,0.450757,-0.406397,-0.406397,0.857248,-9.4e-05,0.857154,0.291589,0.72243,0.568224,0.688785,1.0,3.68521,1.21216,1.463816,531,234
turtle_soup,30m,1090,1090,1090,0,11.056763,6.76167,0.3,7.15082,68.192661,0.762823,0.41064,-0.259804,-0.259804,0.670517,-7.3e-05,0.670444,0.3,0.698165,0.544037,0.676147,1.0,2.910448,1.156373,1.322091,543,297
