model,score_bucket,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,high,7086,7086,7086,0,14.435704,9.567845,0.236946,8.932357,70.0,0.885448,0.298223,-0.549083,-0.549083,0.847458,-0.000153,0.847306,0.236946,0.649026,0.533728,0.752611,1.0,2.563848,1.085236,1.193284,4053,0
turtle_soup,medium,5130,5130,5130,0,8.384607,5.04911,0.566472,1.567109,53.391813,0.342211,0.382103,-0.099349,-0.099349,0.481365,8.7e-05,0.481452,0.566472,0.653411,0.388889,0.431579,1.0,2.303071,1.328461,1.479198,984,5130
