model,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,02:00-05:00,3934,3934,3934,0,13.568201,8.78557,0.332486,6.683252,64.006101,0.556629,0.357661,-0.435969,-0.435969,0.793767,-0.000137,0.79363,0.332486,0.66726,0.476868,0.662176,1.0,2.75048,1.197333,1.32516,1735,1438
turtle_soup,07:00-10:00,4592,4592,4592,0,12.070272,7.337188,0.40527,5.233752,62.097125,0.661608,0.294937,-0.348831,-0.348831,0.643805,-3.8e-05,0.643767,0.40527,0.630226,0.468641,0.591246,1.0,2.158748,1.139599,1.227695,1895,2165
turtle_soup,13:00-16:00,3690,3690,3690,0,9.891718,5.964879,0.38374,5.693401,63.135501,0.759334,0.355558,-0.293639,-0.293639,0.649176,2.2e-05,0.649197,0.38374,0.659079,0.473984,0.603523,1.0,2.580153,1.234786,1.33562,1407,1527
