model,symbol,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,BTCUSDT,31,31,31,0,3.576408,1.481125,0.483871,1.656798,74.193548,-0.01373,0.368387,0.216078,0.216078,0.149745,0.002564,0.15231,0.483871,0.548387,0.032258,0.451613,1.0,3.857143,4.588235,1.0,3,26
turtle_soup,LINKUSDT,16,16,16,0,2.679932,2.684082,0.5,3.098861,76.875,0.326794,0.252959,0.152411,0.152411,0.105155,-0.004607,0.100548,0.5,0.4375,0.1875,0.4375,1.0,3.571429,1.857143,2.0,2,12
turtle_soup,XRPUSDT,11,11,11,0,6.167213,2.822024,0.272727,4.592722,84.545455,0.162855,0.484406,0.261453,0.261453,0.212265,0.010689,0.222953,0.272727,0.636364,0.454545,0.636364,1.0,6.285714,1.571429,2.6,5,4
