model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,none,16,16,16,0,5.795956,3.751715,0.1875,6.22685,90.0,-0.043881,0.625,0.392255,0.392255,0.2302,0.002544,0.232745,0.1875,0.8125,0.4375,0.8125,1.0,3.384615,1.384615,2.428571,8,0
turtle_soup,target_rr_below_2,34,34,34,0,3.193389,1.462477,0.647059,0.905279,70.0,0.191465,0.258701,0.135803,0.135803,0.120662,0.002236,0.122898,0.647059,0.382353,0.0,0.294118,1.0,4.6,4.307692,,1,34
turtle_soup,target_rr_below_3,8,8,8,0,2.534543,1.700225,0.125,2.631671,80.0,0.098348,0.25,0.139949,0.139949,0.109221,0.000831,0.110051,0.125,0.625,0.25,0.625,1.0,6.6,5.6,1.5,1,8
