model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,30,30,30,0,4.196376,2.013803,0.6,1.682603,73.666667,0.474484,0.42254,0.29688,0.29688,0.123705,0.001955,0.125659,0.6,0.5,0.066667,0.266667,1.0,5.5,5.0,2.5,1,27
turtle_soup,valid,28,28,28,0,3.417701,1.983325,0.285714,3.606584,80.357143,-0.272858,0.289987,0.110949,0.110949,0.176727,0.002312,0.179038,0.285714,0.571429,0.25,0.714286,1.0,3.95,1.6875,2.142857,9,15
