model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,1h,11,11,11,0,4.377282,4.514163,0.909091,1.767983,74.545455,1.123658,0.851659,0.641891,0.641891,0.21202,-0.002252,0.209768,0.909091,0.818182,0.636364,0.090909,1.0,22.0,1.444444,1.571429,0,9
turtle_soup,30m,9,9,9,0,3.069286,2.120625,0.555556,1.250818,71.111111,0.364407,0.640467,0.44115,0.44115,0.200877,-0.00156,0.199317,0.555556,0.777778,0.222222,0.333333,1.0,7.0,3.714286,1.0,0,9
