model,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,00:00-08:00,439,439,439,0,5.266707,3.850931,0.252847,2.0,62.14123,-0.227963,-0.073912,-0.667109,-0.667109,0.593197,0.252847,0.444191,0.252847,0.740319,1.0,3.166154,2.723077,4.009009,61,439
turtle_soup,08:30-12:00,221,221,221,0,3.601071,2.53475,0.280543,2.0,62.80543,-0.143127,0.040003,-0.35697,-0.35697,0.396973,0.280543,0.502262,0.280543,0.710407,1.0,3.401274,2.72973,4.193548,27,221
turtle_soup,14:00-15:45,78,78,78,0,3.203124,2.30251,0.269231,2.0,62.564103,-0.160417,0.019231,-0.427575,-0.427575,0.446806,0.269231,0.5,0.269231,0.717949,1.0,3.625,2.923077,3.809524,8,78
turtle_soup,none,52,52,52,0,4.97248,2.861405,0.25,2.0,41.538462,-0.25,0.057692,-0.462671,-0.462671,0.520364,0.25,0.538462,0.25,0.75,1.0,4.0,3.142857,6.0,6,52
