model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,418,418,418,0,3.958008,2.852593,0.241627,2.0,61.196172,-0.262964,-0.087195,-0.527599,-0.527599,0.440405,0.241627,0.442584,0.241627,0.751196,1.0,3.56051,3.037838,5.217822,41,418
turtle_soup,valid,372,372,372,0,5.273888,3.628486,0.284946,2.0,60.806452,-0.127151,0.046614,-0.560818,-0.560818,0.607433,0.284946,0.505376,0.284946,0.706989,1.0,3.057034,2.521277,3.169811,61,372
