model,score_bucket,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,high,88,88,88,0,4.2943,3.281584,0.329545,2.0,80.0,-0.011364,0.164773,-0.34788,-0.34788,0.512653,0.329545,0.556818,0.329545,0.670455,1.0,3.491525,3.061224,5.0,14,88
turtle_soup,low,48,48,48,0,5.055609,3.064376,0.229167,2.0,40.0,-0.3125,0.010417,-0.527284,-0.527284,0.5377,0.229167,0.520833,0.229167,0.770833,1.0,3.783784,2.6,4.727273,6,48
turtle_soup,medium,654,654,654,0,4.580682,3.276729,0.255352,2.0,60.0,-0.215932,-0.052151,-0.5707,-0.5707,0.518549,0.255352,0.457187,0.255352,0.735474,1.0,3.276507,2.745819,3.988024,82,654
