model,session_date,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,2025-05-03,00:00-08:00,5,5,5,0,0.827026,0.595998,0.0,2.0,60.0,-1.0,-1.0,-1.596407,-1.596407,0.596407,0.0,0.0,0.0,1.0,1.0,2.6,,,0,5
turtle_soup,2025-05-03,08:30-12:00,7,7,7,0,3.278294,1.435974,0.285714,2.0,62.857143,-0.142857,0.357143,-0.424845,-0.424845,0.781988,0.285714,0.714286,0.285714,0.714286,1.0,3.8,1.6,2.0,2,7
turtle_soup,2025-05-03,14:00-15:45,3,3,3,0,2.580556,2.569515,0.666667,2.0,60.0,1.0,1.166667,0.220152,0.220152,0.946514,0.666667,1.0,0.666667,0.333333,1.0,6.0,3.0,3.0,1,3
turtle_soup,2025-05-04,00:00-08:00,9,9,9,0,2.558753,2.106312,0.333333,2.0,62.222222,0.0,0.0,-0.744956,-0.744956,0.744956,0.333333,0.444444,0.333333,0.666667,1.0,2.666667,2.5,3.0,1,9
turtle_soup,2025-05-04,08:30-12:00,6,6,6,0,3.336475,1.711526,0.0,2.0,60.0,-1.0,-0.5,-1.150687,-1.150687,0.650687,0.0,0.333333,0.0,1.0,1.0,2.833333,1.5,,2,6
turtle_soup,2025-05-04,14:00-15:45,1,1,1,0,1.71101,1.71101,0.0,2.0,60.0,-1.0,0.5,-0.117357,-0.117357,0.617357,0.0,1.0,0.0,1.0,1.0,6.0,2.0,,1,1
turtle_soup,2025-05-05,00:00-08:00,4,4,4,0,2.096801,1.783066,0.25,2.0,65.0,-0.25,0.375,0.0771,0.0771,0.2979,0.25,0.75,0.25,0.75,1.0,7.666667,3.333333,3.0,0,4
turtle_soup,2025-05-05,08:30-12:00,1,1,1,0,0.535847,0.535847,0.0,2.0,60.0,-1.0,-1.0,-1.150188,-1.150188,0.150188,0.0,0.0,0.0,1.0,1.0,7.0,,,0,1
turtle_soup,2025-05-05,14:00-15:45,2,2,2,0,4.729794,4.729794,0.5,2.0,60.0,0.5,0.25,-0.320558,-0.320558,0.570558,0.5,0.5,0.5,0.5,1.0,1.0,2.0,2.0,0,2
turtle_soup,2025-05-06,00:00-08:00,6,6,6,0,4.211777,3.881987,0.166667,2.0,60.0,-0.5,-0.583333,-1.085706,-1.085706,0.502372,0.166667,0.166667,0.166667,0.833333,1.0,2.8,2.0,7.0,0,6
turtle_soup,2025-05-06,08:30-12:00,3,3,3,0,9.878103,1.812692,0.0,2.0,60.0,-1.0,-1.0,-1.484645,-1.484645,0.484645,0.0,0.0,0.0,1.0,1.0,1.0,,,0,3
turtle_soup,2025-05-07,00:00-08:00,1,1,1,0,5.13777,5.13777,0.0,2.0,80.0,-1.0,0.5,0.089939,0.089939,0.410061,0.0,1.0,0.0,1.0,1.0,3.0,2.0,,1,1
turtle_soup,2025-05-07,08:30-12:00,5,5,5,0,4.309879,4.16489,0.2,2.0,68.0,-0.4,0.1,-0.201566,-0.201566,0.301566,0.2,0.6,0.2,0.8,1.0,1.75,2.666667,10.0,2,5
turtle_soup,2025-05-07,14:00-15:45,3,3,3,0,4.141122,4.432941,0.333333,2.0,60.0,0.0,-0.166667,-0.381862,-0.381862,0.215195,0.333333,0.333333,0.333333,0.666667,1.0,2.5,1.0,1.0,0,3
turtle_soup,2025-05-08,08:30-12:00,4,4,4,0,0.998237,0.566768,0.25,2.0,60.0,-0.25,-0.375,-0.603348,-0.603348,0.228348,0.25,0.25,0.25,0.75,1.0,1.666667,11.0,12.0,0,4
turtle_soup,2025-05-09,00:00-08:00,8,8,8,0,3.268363,1.862489,0.25,2.0,60.0,-0.033907,0.028593,-0.288448,-0.288448,0.317042,0.25,0.375,0.25,0.625,1.0,3.2,2.0,4.0,2,8
turtle_soup,2025-05-09,08:30-12:00,4,4,4,0,1.564085,1.288286,0.0,2.0,60.0,-0.664861,-0.664861,-0.992737,-0.992737,0.327876,0.0,0.0,0.0,0.75,1.0,2.0,,,0,4
turtle_soup,2025-05-09,14:00-15:45,2,2,2,0,1.426372,1.426372,0.0,2.0,60.0,-1.0,-0.25,-0.652566,-0.652566,0.402566,0.0,0.5,0.0,1.0,1.0,2.0,1.0,,1,2
turtle_soup,2025-05-10,00:00-08:00,8,8,8,0,3.162668,3.08361,0.25,2.0,60.0,0.108963,0.1875,-0.280933,-0.280933,0.468433,0.25,0.625,0.25,0.625,1.0,8.2,8.8,3.5,2,8
turtle_soup,2025-05-10,08:30-12:00,2,2,2,0,2.494334,2.494334,0.0,2.0,60.0,-1.0,-0.25,-0.721382,-0.721382,0.471382,0.0,0.5,0.0,1.0,1.0,1.5,1.0,,1,2
turtle_soup,2025-05-10,14:00-15:45,3,3,3,0,3.349602,2.091384,0.333333,2.0,60.0,0.0,0.333333,-0.522111,-0.522111,0.855444,0.333333,0.666667,0.333333,0.666667,1.0,1.5,3.5,6.0,0,3
turtle_soup,2025-05-11,00:00-08:00,10,10,10,0,1.991109,1.848263,0.2,2.0,60.0,-0.4,-0.05,-0.510917,-0.510917,0.460917,0.2,0.5,0.2,0.8,1.0,2.125,2.4,5.0,3,10
turtle_soup,2025-05-11,08:30-12:00,6,6,6,0,3.279345,2.598626,0.166667,2.0,60.0,-0.5,0.166667,-0.179885,-0.179885,0.346552,0.166667,0.666667,0.166667,0.833333,1.0,3.4,1.0,1.0,1,6
turtle_soup,2025-05-11,14:00-15:45,3,3,3,0,1.870182,1.631399,0.0,2.0,60.0,-1.0,-0.5,-0.810702,-0.810702,0.310702,0.0,0.333333,0.0,1.0,1.0,5.0,3.0,,1,3
turtle_soup,2025-05-12,00:00-08:00,9,9,9,0,6.643407,4.566043,0.444444,2.0,60.0,0.333333,0.611111,0.282687,0.282687,0.328424,0.444444,0.777778,0.444444,0.555556,1.0,3.2,3.142857,6.25,2,9
turtle_soup,2025-05-12,08:30-12:00,2,2,2,0,0.813627,0.813627,0.0,2.0,60.0,-1.0,-0.25,-0.360297,-0.360297,0.110296,0.0,0.5,0.0,1.0,1.0,9.5,9.0,,0,2
turtle_soup,2025-05-13,00:00-08:00,9,9,9,0,3.482074,1.442897,0.333333,2.0,64.444444,0.0,0.166667,-0.308804,-0.308804,0.475471,0.333333,0.555556,0.333333,0.666667,1.0,1.666667,3.2,8.333333,3,9
turtle_soup,2025-05-13,08:30-12:00,1,1,1,0,2.39199,2.39199,1.0,2.0,80.0,2.0,1.5,1.31303,1.31303,0.18697,1.0,1.0,1.0,0.0,1.0,,2.0,9.0,0,1
turtle_soup,2025-05-14,00:00-08:00,15,15,15,0,6.275417,6.207954,0.333333,2.0,60.0,0.0,0.233333,-0.410873,-0.410873,0.644206,0.333333,0.6,0.333333,0.666667,1.0,1.8,1.222222,2.2,3,15
turtle_soup,2025-05-14,08:30-12:00,2,2,2,0,3.544016,3.544016,0.0,2.0,60.0,-1.0,-1.0,-1.373988,-1.373988,0.373988,0.0,0.0,0.0,1.0,1.0,2.0,,,1,2
turtle_soup,2025-05-14,14:00-15:45,2,2,2,0,4.330418,4.330418,0.0,2.0,60.0,-1.0,-0.25,-0.627548,-0.627548,0.377548,0.0,0.5,0.0,1.0,1.0,8.5,1.0,,0,2
turtle_soup,2025-05-15,00:00-08:00,7,7,7,0,6.805745,6.209467,0.285714,2.0,65.714286,-0.142857,-0.071429,-0.538081,-0.538081,0.466653,0.285714,0.428571,0.285714,0.714286,1.0,1.4,1.0,1.5,0,7
turtle_soup,2025-05-15,08:30-12:00,6,6,6,0,3.202462,3.533146,0.666667,2.0,63.333333,1.0,1.166667,0.937443,0.937443,0.229224,0.666667,1.0,0.666667,0.333333,1.0,4.5,1.833333,2.25,0,6
turtle_soup,2025-05-15,14:00-15:45,4,4,4,0,2.088278,0.970616,0.25,2.0,60.0,-0.25,0.0,-0.227087,-0.227087,0.227086,0.25,0.5,0.25,0.75,1.0,5.666667,1.0,2.0,0,4
turtle_soup,2025-05-16,00:00-08:00,9,9,9,0,4.698905,4.568467,0.333333,2.0,62.222222,0.0,0.333333,-0.207142,-0.207142,0.540476,0.333333,0.666667,0.333333,0.666667,1.0,3.5,3.5,5.0,1,9
turtle_soup,2025-05-16,08:30-12:00,4,4,4,0,3.413565,3.228015,0.5,2.0,70.0,0.5,0.25,-0.079961,-0.079961,0.329962,0.5,0.5,0.5,0.5,1.0,2.0,1.0,1.0,0,4
turtle_soup,2025-05-16,14:00-15:45,2,2,2,0,4.124808,4.124808,0.5,2.0,60.0,0.5,0.25,-0.144165,-0.144165,0.394166,0.5,0.5,0.5,0.5,1.0,1.0,11.0,13.0,0,2
turtle_soup,2025-05-17,00:00-08:00,7,7,7,0,0.878458,0.323875,0.0,2.0,60.0,-0.810875,-0.810875,-1.274115,-1.274115,0.46324,0.0,0.0,0.0,0.857143,1.0,2.333333,,,0,7
turtle_soup,2025-05-17,08:30-12:00,2,2,2,0,1.851177,1.851177,0.0,2.0,60.0,-1.0,-0.25,-0.706288,-0.706288,0.456288,0.0,0.5,0.0,1.0,1.0,9.0,13.0,,0,2
turtle_soup,2025-05-17,14:00-15:45,2,2,2,0,1.524323,1.524323,0.0,2.0,60.0,-1.0,-1.0,-1.50228,-1.50228,0.50228,0.0,0.0,0.0,1.0,1.0,2.5,,,0,2
turtle_soup,2025-05-18,00:00-08:00,3,3,3,0,10.813558,0.811708,0.333333,2.0,60.0,0.0,-0.166667,-1.073738,-1.073738,0.907072,0.333333,0.333333,0.333333,0.666667,1.0,2.0,1.0,2.0,0,3
