model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,none,50,50,50,0,5.139302,3.520436,0.16,5.426462,90.0,0.262131,0.72,0.532721,0.532721,0.18708,0.000199,0.187279,0.16,0.86,0.54,0.74,1.0,4.594595,1.674419,2.814815,21,0
turtle_soup,target_rr_below_2,138,138,138,0,3.062208,2.100702,0.65942,0.973683,70.0,0.246246,0.318872,0.174685,0.174685,0.143226,0.000961,0.144187,0.65942,0.471014,0.101449,0.311594,1.0,3.883721,3.984615,3.785714,2,138
turtle_soup,target_rr_below_3,27,27,27,0,5.638485,2.129633,0.185185,2.446589,80.0,-0.11455,0.073421,-0.10284,-0.10284,0.174322,0.00194,0.176262,0.185185,0.518519,0.259259,0.703704,1.0,4.421053,3.214286,2.0,4,27
