model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,1h,115,115,115,0,3.771628,2.699944,0.469565,2.57793,76.782609,0.296884,0.440981,0.299818,0.299818,0.140401,0.000762,0.141163,0.469565,0.591304,0.252174,0.452174,1.0,4.346154,2.779412,3.448276,17,82
turtle_soup,30m,100,100,100,0,3.980516,2.125129,0.5,1.752873,74.9,0.09854,0.312739,0.134868,0.134868,0.176799,0.001072,0.177871,0.5,0.54,0.19,0.47,1.0,4.148936,3.462963,2.263158,10,83
