model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,27,27,27,0,3.922385,2.098568,0.555556,1.833193,73.333333,0.299031,0.463406,0.330119,0.330119,0.133288,0.0,0.133288,0.555556,0.62963,0.111111,0.37037,1.0,5.3,4.823529,5.0,2,25
turtle_soup,valid,26,26,26,0,3.202553,1.442453,0.307692,2.486356,76.923077,-0.42502,0.156051,-0.008965,-0.008965,0.165016,0.0,0.165016,0.307692,0.5,0.115385,0.692308,1.0,2.722222,1.923077,1.666667,3,18
