model,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,02:00-05:00,379,379,379,0,11.795365,7.479426,0.208443,8.829816,69.815303,0.615641,0.435356,-0.421101,-0.421101,0.857536,-0.001079,0.856457,0.208443,0.717678,0.548813,0.765172,1.0,3.986207,1.264706,1.634615,222,57
turtle_soup,07:00-10:00,599,599,599,0,9.546351,5.889543,0.378965,5.391659,66.143573,0.893861,0.433612,-0.364774,-0.364774,0.797971,0.000415,0.798386,0.378965,0.712855,0.547579,0.614357,1.0,2.75,1.208431,1.262195,270,200
turtle_soup,13:00-16:00,226,226,226,0,9.514642,5.233756,0.243363,6.187865,68.539823,0.444585,0.25953,-0.45122,-0.45122,0.71075,0.0,0.71075,0.243363,0.623894,0.482301,0.721239,1.0,2.920245,1.06383,1.688073,103,57
