model,session_label,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,london_open,25,25,19,0,2.458796,1.890688,0.16,2.0,78.0,-0.368421,-0.315789,-0.824799,-0.824799,0.388277,-0.001429,0.386847,0.16,0.24,0.16,0.6,1.6,8.666667,7.5,10.25,0,0
silver_bullet,ny_am,18,18,16,0,1.601533,0.905164,0.111111,2.0,78.0,-0.135045,-0.166792,-0.378539,-0.378539,0.188189,3.1e-05,0.18822,0.111111,0.333333,0.111111,0.555556,1.277778,8.1,7.666667,20.0,0,0
silver_bullet,ny_pm,27,27,25,0,2.598447,1.063728,0.185185,2.0,78.0,-0.250515,0.048141,-0.288623,-0.288623,0.308828,0.002991,0.311818,0.185185,0.481481,0.185185,0.666667,1.481481,12.444444,7.0,5.2,2,0
