model,symbol,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,BTCUSDT,17,17,17,0,3.528176,1.629994,0.529412,2.031685,75.294118,0.383324,0.151613,-0.077282,-0.077282,0.227109,0.001786,0.228895,0.529412,0.411765,0.235294,0.411765,1.0,3.285714,5.428571,2.75,2,14
turtle_soup,ETHUSDT,10,10,10,0,3.029212,2.530633,0.7,1.79986,74.0,0.783255,0.482109,0.332267,0.332267,0.149777,6.5e-05,0.149842,0.7,0.6,0.2,0.3,1.0,4.333333,1.833333,2.0,1,8
