model,symbol,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,BTCUSDT,340,340,340,0,9.660583,6.114427,0.361765,5.416158,66.147059,0.765067,0.406445,-0.173606,-0.173606,0.579867,0.000184,0.580051,0.361765,0.685294,0.517647,0.623529,1.0,3.108491,1.11588,1.295455,144,128
turtle_soup,ETHUSDT,351,351,351,0,10.529967,5.794445,0.350427,6.228236,66.495726,0.789593,0.38723,-0.124379,-0.124379,0.511317,0.000291,0.511608,0.350427,0.680912,0.512821,0.638177,1.0,3.1875,1.276151,1.4,160,130
