model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,5,5,5,0,2.426838,2.575092,0.2,2.0,60.0,-0.4,0.4,-1.271513,-1.271513,1.671513,0.2,0.8,0.2,0.8,1.0,6.25,4.5,3.0,2,5
turtle_soup,valid,6,6,6,0,3.311657,2.771917,0.166667,2.0,60.0,-0.5,-0.333333,-1.418885,-1.418885,1.085551,0.166667,0.333333,0.166667,0.833333,1.0,2.0,1.0,3.0,1,6
