model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
reclaimed_ob,none,3,3,1,0,16.696845,16.696845,0.0,20.672395,99.0,-1.0,0.5,0.5,0.0,0.333333,0.333333,0.333333,1.666667,2.0,1.0,1.0,1,0
reclaimed_ob,target_rr_below_3,1,1,0,0,,,0.0,2.406427,87.0,,,,0.0,0.0,0.0,0.0,2.0,,,,0,1
