model,htf_location,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
reclaimed_ob,discount,2,2,1,0,16.696845,16.696845,0.0,28.460549,98.5,-1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.5,2.0,1.0,1.0,1,0
reclaimed_ob,premium,2,2,0,0,,,0.0,3.751257,93.5,,,,0.0,0.0,0.0,0.0,2.0,,,,0,1
