model,htf_zone_type,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
reclaimed_ob,Breaker,1,1,0,0,,,0.0,5.096086,100.0,,,,0.0,0.0,0.0,0.0,2.0,,,,0,0
reclaimed_ob,FVG,1,1,1,0,16.696845,16.696845,0.0,38.32603,97.0,-1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,0
reclaimed_ob,PD,2,2,0,0,,,0.0,10.500748,93.5,,,,0.0,0.0,0.0,0.0,2.0,,,,0,1
