model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,8,8,8,0,2.890398,3.278595,0.75,0.706794,70.0,0.099479,0.184083,0.076358,0.076358,0.107725,0.0,0.107725,0.75,0.375,0.125,0.25,1.0,3.0,3.0,1.0,0,8
turtle_soup,valid,11,11,11,0,4.762302,4.364205,0.727273,2.617427,77.272727,0.865324,0.933103,0.715514,0.715514,0.21759,0.0,0.21759,0.727273,0.909091,0.636364,0.272727,1.0,9.333333,2.3,1.571429,1,8
