model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,1,1,1,0,5.504012,5.504012,1.0,2.0,80.0,2.0,1.5,1.26032,1.26032,0.23968,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,0,1
turtle_soup,valid,5,5,5,0,1.682425,1.716287,0.4,2.0,80.0,0.513315,0.452841,0.243749,0.243749,0.209092,0.4,0.6,0.4,0.4,1.0,4.5,6.666667,11.5,0,5
