model,model_family,direction,symbol,timeframe,timestamp,setup_timestamp,detected_at,entry_time,entry_mode,stop_mode,target_mode,entry_price,entry_low,entry_high,stop_loss,invalidation,target_hint,risk,risk_bps,same_bar_policy,same_bar_ambiguous,activated_trade,invalidated_before_entry,session_window,ny_time,swept_level,sweep_extreme,sweep_liquidity_quality,sweep_level_age_bars,turtle_quality,fvg_low,fvg_high,fvg_ce,ifvg_low,ifvg_high,ifvg_ce,ob_low,ob_high,breaker_low,breaker_high,time_to_retest_bars,retest_time,target_distance_r,time_to_entry_bars,bars_to_invalidation,bars_to_1r,bars_to_2r,metadata_json,mfe_r,mae_r,invalidated,target_hit,target_before_invalidation,hit_1r_before_invalidation,hit_2r_before_invalidation
ifvg_retest,ict,long,BTCUSDT,15m,1776290400000,1776290400000,1776292200000,1776291300000,edge,ce,fixed_r,74882.6,74882.6,74882.6,74800.27348,74800.27348,75047.25304000001,82.32652000000235,10.994078731240949,conservative,False,True,False,,,,,,,,,,,74747.9,74882.6,74815.25,,,,,1,1776291300000,2.0,1,,1,2,"{""breach_close"": 75000.0, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776290400000, ""entry_mode"": ""edge"", ""entry_price"": 74882.6, ""entry_time"": 1776291300000, ""ifvg_ce"": 74815.25, ""ifvg_high"": 74882.6, ""ifvg_low"": 74747.9, ""model_family"": ""ict"", ""retest_depth"": 0.17668893838159505, ""retest_time"": 1776291300000, ""risk"": 82.32652000000235, ""risk_bps"": 10.994078731240949, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 74800.27348, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",6.59568751357381,5.86202356178777,False,True,True,True,True
ifvg_retest,ict,long,BTCUSDT,15m,1776289500000,1776289500000,1776294900000,1776294000000,edge,ce,fixed_r,74684.3,74684.3,74684.3,74667.21313999999,74667.21313999999,74718.47372000002,17.086860000010347,2.2878784429940895,conservative,False,True,False,,,,,,,,,,,74680.0,74684.3,74682.15,,,,,5,1776294000000,2.0,5,1,,,"{""breach_close"": 74703.0, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776289500000, ""entry_mode"": ""edge"", ""entry_price"": 74684.3, ""entry_time"": 1776294000000, ""ifvg_ce"": 74682.15, ""ifvg_high"": 74684.3, ""ifvg_low"": 74680.0, ""model_family"": ""ict"", ""retest_depth"": 5.255813953486168, ""retest_time"": 1776294000000, ""risk"": 17.086860000010347, ""risk_bps"": 2.2878784429940895, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 74667.21313999999, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 5}",32.09483778761353,16.638516380413414,True,False,False,False,False
turtle_soup,ict,long,BTCUSDT,15m,1776298500000,1776298500000,1776299400000,1776298500000,close,sweep_extreme,opposite_range,74564.7,74564.7,74564.7,74385.08706,74385.08706,75425.6,179.6129399999918,24.088199912289838,conservative,False,True,False,,,74498.6,74400.0,medium,11,strong,,,,,,,,,,,,,4.7930845071632815,1,,1,9,"{""close_back_distance_bps"": 8.872649955836923, ""entry_mode"": ""close"", ""entry_price"": 74564.7, ""model_family"": ""ict"", ""risk"": 179.6129399999918, ""risk_bps"": 24.088199912289838, ""stop_loss"": 74385.08706, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74400.0, ""sweep_level_age_bars"": 11, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 74498.6, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.295882, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.367636, ""wick_extension"": 98.60000000000582, ""wick_fraction"": 0.441361}, ""wick_extension_bps"": 13.235148043051254}",3.719108433947078,0.8334588810806389,False,False,False,True,True
turtle_soup,ict,long,BTCUSDT,15m,1776301200000,1776301200000,1776302100000,1776301200000,close,sweep_extreme,opposite_range,74530.7,74530.7,74530.7,74400.09386,74400.09386,75425.6,130.6061400000035,17.523804284677794,conservative,False,True,False,,,74498.6,74415.0,medium,14,valid,,,,,,,,,,,,,6.851898387012929,1,,2,5,"{""close_back_distance_bps"": 4.308805803060899, ""entry_mode"": ""close"", ""entry_price"": 74530.7, ""model_family"": ""ict"", ""risk"": 130.6061400000035, ""risk_bps"": 17.523804284677794, ""stop_loss"": 74400.09386, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74415.0, ""sweep_level_age_bars"": 14, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 74498.6, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.089891, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.333373, ""wick_extension"": 83.60000000000582, ""wick_fraction"": 0.234108}, ""wick_extension_bps"": 11.221687387414773}",5.374938727995339,0.4004405918435497,False,False,False,True,True
turtle_soup,ict,long,BTCUSDT,15m,1776302100000,1776302100000,1776303000000,1776302100000,close,sweep_extreme,opposite_range,74569.9,74569.9,74569.9,74463.48602,74463.48602,75425.6,106.41397999999754,14.270366461534419,conservative,False,True,False,,,74498.6,74478.4,medium,15,valid,,,,,,,,,,,,,8.041236687134825,1,,3,4,"{""close_back_distance_bps"": 9.570649649790512, ""entry_mode"": ""close"", ""entry_price"": 74569.9, ""model_family"": ""ict"", ""risk"": 106.41397999999754, ""risk_bps"": 14.270366461534419, ""stop_loss"": 74463.48602, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74478.4, ""sweep_level_age_bars"": 15, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 74498.6, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.415501, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.08132, ""wick_extension"": 20.20000000001164, ""wick_fraction"": 0.117716}, ""wick_extension_bps"": 2.711460349592025}",6.2285049389189115,0.46892335010865427,False,False,False,True,True
turtle_soup,ict,long,BTCUSDT,15m,1776303000000,1776303000000,1776303900000,1776303000000,close,sweep_extreme,opposite_range,74646.5,74646.5,74646.5,74516.6707,74516.6707,75425.6,129.8292999999976,17.39255022003679,conservative,False,True,False,,,74579.0,74531.6,weak,8,strong,,,,,,,,,,,,,6.000956640758444,1,,3,4,"{""close_back_distance_bps"": 9.050805186446587, ""entry_mode"": ""close"", ""entry_price"": 74646.5, ""model_family"": ""ict"", ""risk"": 129.8292999999976, ""risk_bps"": 17.39255022003679, ""stop_loss"": 74516.6707, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74531.6, ""sweep_level_age_bars"": 8, ""sweep_liquidity_quality"": ""weak"", ""sweep_swing_significance"": ""short"", ""swept_level"": 74579.0, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.502606, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.193921, ""wick_extension"": 47.39999999999418, ""wick_fraction"": 0.352941}, ""wick_extension_bps"": 6.355676530926156}",4.515159521001869,0.9743563278859421,False,False,False,True,True
turtle_soup,ict,long,BTCUSDT,15m,1776303900000,1776303900000,1776304800000,1776303900000,close,sweep_extreme,opposite_range,74612.8,74612.8,74612.8,74505.07744,74505.07744,75425.6,107.72256000000925,14.437544228337396,conservative,False,True,False,,,74579.0,74520.0,weak,9,strong,,,,,,,,,,,,,7.545308986343558,1,,1,2,"{""close_back_distance_bps"": 4.532106893361792, ""entry_mode"": ""close"", ""entry_price"": 74612.8, ""model_family"": ""ict"", ""risk"": 107.72256000000925, ""risk_bps"": 14.437544228337396, ""stop_loss"": 74505.07744, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74520.0, ""sweep_level_age_bars"": 9, ""sweep_liquidity_quality"": ""weak"", ""sweep_swing_significance"": ""short"", ""swept_level"": 74579.0, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.216251, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.246924, ""wick_extension"": 59.0, ""wick_fraction"": 0.377479}, ""wick_extension_bps"": 7.911074162968128}",5.754597737000875,0.520782276247436,False,False,False,True,True
turtle_soup,ict,long,BTCUSDT,15m,1776304800000,1776304800000,1776305700000,1776304800000,close,sweep_extreme,opposite_range,74631.5,74631.5,74631.5,74541.77369999999,74541.77369999999,75425.6,89.72630000000936,12.022577597932422,conservative,False,True,False,,,74579.0,74556.7,weak,10,valid,,,,,,,,,,,,,8.850247920619964,1,,1,1,"{""close_back_distance_bps"": 7.039515145014012, ""entry_mode"": ""close"", ""entry_price"": 74631.5, ""model_family"": ""ict"", ""risk"": 89.72630000000936, ""risk_bps"": 12.022577597932422, ""stop_loss"": 74541.77369999999, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74556.7, ""sweep_level_age_bars"": 10, ""sweep_liquidity_quality"": ""weak"", ""sweep_swing_significance"": ""short"", ""swept_level"": 74579.0, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.319732, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.096362, ""wick_extension"": 22.30000000000291, ""wick_fraction"": 0.13581}, ""wick_extension_bps"": 2.990117861596818}",6.70037658969482,0.6921047674984853,False,False,False,True,True
turtle_soup,ict,long,BTCUSDT,15m,1776314700000,1776314700000,1776315600000,1776314700000,close,sweep_extreme,opposite_range,74899.9,74899.9,74899.9,74660.42001999999,74660.42001999999,75425.6,239.4799800000037,31.973337748114982,conservative,False,True,False,,,74763.7,74675.4,strong,8,valid,,,,,,,,,,,,,2.195173057889864,1,12,,,"{""close_back_distance_bps"": 18.217396945308632, ""entry_mode"": ""close"", ""entry_price"": 74899.9, ""model_family"": ""ict"", ""risk"": 239.4799800000037, ""risk_bps"": 31.973337748114982, ""stop_loss"": 74660.42001999999, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74675.4, ""sweep_level_age_bars"": 8, ""sweep_liquidity_quality"": ""strong"", ""sweep_swing_significance"": ""long"", ""swept_level"": 74763.7, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.355243, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.40499, ""wick_extension"": 88.30000000000291, ""wick_fraction"": 0.230308}, ""wick_extension_bps"": 11.810544421959174}",0.8355604506063626,1.8080843333960246,True,False,False,False,False
turtle_soup,ict,long,BTCUSDT,15m,1776321000000,1776321000000,1776321900000,1776321000000,close,sweep_extreme,opposite_range,74907.2,74907.2,74907.2,74786.81856,74786.81856,75425.6,120.38143999999738,16.070743533331562,conservative,False,True,False,,,74852.4,74801.8,weak,5,strong,,,,,,,,,,,,,4.306311670636437,1,5,2,,"{""close_back_distance_bps"": 7.321074541364461, ""entry_mode"": ""close"", ""entry_price"": 74907.2, ""model_family"": ""ict"", ""risk"": 120.38143999999738, ""risk_bps"": 16.070743533331562, ""stop_loss"": 74786.81856, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74801.8, ""sweep_level_age_bars"": 5, ""sweep_liquidity_quality"": ""weak"", ""sweep_swing_significance"": ""short"", ""swept_level"": 74852.4, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.279735, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.248472, ""wick_extension"": 50.59999999999127, ""wick_fraction"": 0.258295}, ""wick_extension_bps"": 6.759970288192666}",1.0948531600885134,5.657018224736428,True,False,False,True,False
turtle_soup,ict,long,BTCUSDT,15m,1776323700000,1776323700000,1776324600000,1776323700000,close,sweep_extreme,opposite_range,74863.0,74863.0,74863.0,74793.9274,74793.9274,75425.6,69.07259999999951,9.226533801744456,conservative,False,True,False,,,74852.4,74808.9,weak,8,valid,,,,,,,,,,,,,8.14505317593387,1,2,,,"{""close_back_distance_bps"": 1.4161202580018573, ""entry_mode"": ""close"", ""entry_price"": 74863.0, ""model_family"": ""ict"", ""risk"": 69.07259999999951, ""risk_bps"": 9.226533801744456, ""stop_loss"": 74793.9274, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74808.9, ""sweep_level_age_bars"": 8, ""sweep_liquidity_quality"": ""weak"", ""sweep_swing_significance"": ""short"", ""swept_level"": 74852.4, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.109845, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.216128, ""wick_extension"": 43.5, ""wick_fraction"": 0.450777}, ""wick_extension_bps"": 5.811436907834619}",0.09265613282248279,9.219285215845463,True,False,False,False,False
turtle_soup,ict,long,BTCUSDT,15m,1776354300000,1776354300000,1776355200000,1776354300000,close,sweep_extreme,opposite_range,74659.5,74659.5,74659.5,74401.66810000001,74401.66810000001,75130.0,257.8318999999901,34.53437271880874,conservative,False,True,False,,,74542.7,74416.6,medium,12,strong,,,,,,,,,,,,,1.8248323810979867,1,3,,,"{""close_back_distance_bps"": 15.66887166684369, ""entry_mode"": ""close"", ""entry_price"": 74659.5, ""model_family"": ""ict"", ""risk"": 257.8318999999901, ""risk_bps"": 34.53437271880874, ""stop_loss"": 74401.66810000001, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74416.6, ""sweep_level_age_bars"": 12, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 74542.7, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.340128, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.412132, ""wick_extension"": 126.09999999999127, ""wick_fraction"": 0.36721}, ""wick_extension_bps"": 16.916478743054824}",3.2598759113982103,3.0484978778810152,True,False,False,False,False
ifvg_retest,ict,long,BTCUSDT,15m,1776353400000,1776353400000,1776355200000,1776354300000,edge,ce,fixed_r,74440.0,74440.0,74440.0,74183.112,74183.112,74953.77600000001,256.8880000000063,34.50940354648123,conservative,False,True,False,,,,,,,,,,,73956.0,74440.0,74198.0,,,,,1,1776354300000,2.0,1,4,1,,"{""breach_close"": 74518.4, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776353400000, ""entry_mode"": ""edge"", ""entry_price"": 74440.0, ""entry_time"": 1776354300000, ""ifvg_ce"": 74198.0, ""ifvg_high"": 74440.0, ""ifvg_low"": 73956.0, ""model_family"": ""ict"", ""retest_depth"": 0.0483471074380045, ""retest_time"": 1776354300000, ""risk"": 256.8880000000063, ""risk_bps"": 34.50940354648123, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 74183.112, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",4.126311855750265,2.2052411946061556,True,False,False,True,False
turtle_soup,ict,long,BTCUSDT,15m,1776357000000,1776357000000,1776357900000,1776357000000,close,sweep_extreme,opposite_range,74288.1,74288.1,74288.1,74163.04238,74163.04238,75130.0,125.05762000000686,16.83413898053751,conservative,False,True,False,,,74226.2,74177.9,strong,23,valid,,,,,,,,,,,,,6.7320967726712535,1,1,,,"{""close_back_distance_bps"": 8.339373428790472, ""entry_mode"": ""close"", ""entry_price"": 74288.1, ""model_family"": ""ict"", ""risk"": 125.05762000000686, ""risk_bps"": 16.83413898053751, ""stop_loss"": 74163.04238, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74177.9, ""sweep_level_age_bars"": 23, ""sweep_liquidity_quality"": ""strong"", ""sweep_swing_significance"": ""long"", ""swept_level"": 74226.2, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.146648, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.135472, ""wick_extension"": 48.30000000000291, ""wick_fraction"": 0.114428}, ""wick_extension_bps"": 6.507136294193009}",9.690732959734301,3.3152717923144794,True,False,False,False,False
turtle_soup,ict,long,BTCUSDT,15m,1776359700000,1776359700000,1776360600000,1776359700000,close,sweep_extreme,opposite_range,74181.1,74181.1,74181.1,73858.66378,73858.66378,75100.0,322.43622000000323,43.466087723153635,conservative,False,True,False,,,74130.4,73873.5,strong,7,strong,,,,,,,,,,,,,2.8498659362772116,1,,5,6,"{""close_back_distance_bps"": 6.839299396740291, ""entry_mode"": ""close"", ""entry_price"": 74181.1, ""model_family"": ""ict"", ""risk"": 322.43622000000323, ""risk_bps"": 43.466087723153635, ""stop_loss"": 73858.66378, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 73873.5, ""sweep_level_age_bars"": 7, ""sweep_liquidity_quality"": ""strong"", ""sweep_swing_significance"": ""long"", ""swept_level"": 74130.4, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.136879, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.655248, ""wick_extension"": 256.8999999999942, ""wick_fraction"": 0.693575}, ""wick_extension_bps"": 34.655148225288706}",4.090421355268279,0.38674315187050134,False,True,True,True,True
turtle_soup,ict,long,BTCUSDT,15m,1776360600000,1776360600000,1776361500000,1776360600000,close,sweep_extreme,opposite_range,74341.9,74341.9,74341.9,74041.53162,74041.53162,75100.0,300.3683799999999,40.40364585785404,conservative,False,True,False,,,74130.4,74056.4,strong,8,valid,,,,,,,,,,,,,2.5239008180555027,1,,5,5,"{""close_back_distance_bps"": 28.530805175744366, ""entry_mode"": ""close"", ""entry_price"": 74341.9, ""model_family"": ""ict"", ""risk"": 300.3683799999999, ""risk_bps"": 40.40364585785404, ""stop_loss"": 74041.53162, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74056.4, ""sweep_level_age_bars"": 8, ""sweep_liquidity_quality"": ""strong"", ""sweep_swing_significance"": ""long"", ""swept_level"": 74130.4, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.662594, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.190121, ""wick_extension"": 74.0, ""wick_fraction"": 0.23183}, ""wick_extension_bps"": 9.982409375910558}",3.8555989149057774,0.6182408414627304,False,True,True,True,True
ifvg_retest,ict,long,BTCUSDT,15m,1776359700000,1776359700000,1776361500000,1776360600000,edge,ce,fixed_r,74177.9,74177.9,74177.9,74162.41442,74162.41442,74208.87115999998,15.485579999993206,2.087627177365928,conservative,False,True,False,,,,,,,,,,,74176.6,74177.9,74177.25,,,,,1,1776360600000,2.0,1,1,,,"{""breach_close"": 74181.1, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776359700000, ""entry_mode"": ""edge"", ""entry_price"": 74177.9, ""entry_time"": 1776360600000, ""ifvg_ce"": 74177.25, ""ifvg_high"": 74177.9, ""ifvg_low"": 74176.6, ""model_family"": ""ict"", ""retest_depth"": 93.46153846237542, ""retest_time"": 1776360600000, ""risk"": 15.485579999993206, ""risk_bps"": 2.087627177365928, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 74162.41442, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",85.37620160178604,7.846008996760426,True,False,False,False,False
turtle_soup,ict,long,BTCUSDT,15m,1776361500000,1776361500000,1776362400000,1776361500000,close,sweep_extreme,opposite_range,74301.6,74301.6,74301.6,74141.33967999999,74141.33967999999,75100.0,160.26032000001578,21.568892190749022,conservative,False,True,False,,,74226.2,74156.2,strong,28,strong,,,,,,,,,,,,,4.981894457716767,1,,1,4,"{""close_back_distance_bps"": 10.158138231515117, ""entry_mode"": ""close"", ""entry_price"": 74301.6, ""model_family"": ""ict"", ""risk"": 160.26032000001578, ""risk_bps"": 21.568892190749022, ""stop_loss"": 74141.33967999999, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74156.2, ""sweep_level_age_bars"": 28, ""sweep_liquidity_quality"": ""strong"", ""sweep_swing_significance"": ""long"", ""swept_level"": 74226.2, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.296267, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.17479, ""wick_extension"": 70.0, ""wick_fraction"": 0.275049}, ""wick_extension_bps"": 9.430632310424082}",7.4778335647893135,0.6214888376611005,False,True,True,True,True
turtle_soup,ict,long,BTCUSDT,15m,1776364200000,1776364200000,1776365100000,1776364200000,close,sweep_extreme,opposite_range,74541.6,74541.6,74541.6,74307.59168,74307.59168,75045.0,234.0083200000081,31.392983246939703,conservative,False,True,False,,,74466.9,74322.5,strong,42,strong,,,,,,,,,,,,,2.1512055639730105,1,,1,1,"{""close_back_distance_bps"": 10.031302498158462, ""entry_mode"": ""close"", ""entry_price"": 74541.6, ""model_family"": ""ict"", ""risk"": 234.0083200000081, ""risk_bps"": 31.392983246939703, ""stop_loss"": 74307.59168, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74322.5, ""sweep_level_age_bars"": 42, ""sweep_liquidity_quality"": ""strong"", ""sweep_swing_significance"": ""long"", ""swept_level"": 74466.9, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.321429, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.344191, ""wick_extension"": 144.39999999999418, ""wick_fraction"": 0.621343}, ""wick_extension_bps"": 19.391165739408272}",4.095580875072994,0.0,False,True,True,True,True
turtle_soup,ict,long,BTCUSDT,15m,1776381300000,1776381300000,1776382200000,1776381300000,close,sweep_extreme,opposite_range,74987.9,74987.9,74987.9,74858.20242,74858.20242,75500.0,129.69757999999274,17.295801055902718,conservative,False,True,False,,,74964.6,74873.2,medium,11,valid,,,,,,,,,,,,,3.948415999743669,1,4,1,,"{""close_back_distance_bps"": 3.1081337057742395, ""entry_mode"": ""close"", ""entry_price"": 74987.9, ""model_family"": ""ict"", ""risk"": 129.69757999999274, ""risk_bps"": 17.295801055902718, ""stop_loss"": 74858.20242, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74873.2, ""sweep_level_age_bars"": 11, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 74964.6, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.104018, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.370934, ""wick_extension"": 91.40000000000873, ""wick_fraction"": 0.408036}, ""wick_extension_bps"": 12.192421489610926}",1.2428913477030232,3.9160329745552893,True,False,False,True,False
ifvg_retest,ict,long,BTCUSDT,15m,1776383100000,1776383100000,1776384900000,1776384000000,edge,ce,fixed_r,75100.5,75100.5,75100.5,75017.27990000001,75017.27990000001,75266.94019999998,83.22009999999136,11.081164572804623,conservative,False,True,False,,,,,,,,,,,74964.1,75100.5,75032.3,,,,,1,1776384000000,2.0,1,1,,,"{""breach_close"": 75106.8, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776383100000, ""entry_mode"": ""edge"", ""entry_price"": 75100.5, ""entry_time"": 1776384000000, ""ifvg_ce"": 75032.3, ""ifvg_high"": 75100.5, ""ifvg_low"": 74964.1, ""model_family"": ""ict"", ""retest_depth"": 1.4699413489736697, ""retest_time"": 1776384000000, ""risk"": 83.22009999999136, ""risk_bps"": 11.081164572804623, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 75017.27990000001, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",0.2150922673728587,7.456131391335319,True,False,False,False,False
turtle_soup,ict,long,BTCUSDT,15m,1776393000000,1776393000000,1776393900000,1776393000000,close,sweep_extreme,opposite_range,74626.9,74626.9,74626.9,74465.07462,74465.07462,75500.0,161.82537999999477,21.684590945087464,conservative,False,True,False,,,74578.7,74480.0,medium,5,strong,,,,,,,,,,,,,5.395321796865449,1,,4,18,"{""close_back_distance_bps"": 6.4629713309560355, ""entry_mode"": ""close"", ""entry_price"": 74626.9, ""model_family"": ""ict"", ""risk"": 161.82537999999477, ""risk_bps"": 21.684590945087464, ""stop_loss"": 74465.07462, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 74480.0, ""sweep_level_age_bars"": 5, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 74578.7, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.209748, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.539565, ""wick_extension"": 98.69999999999709, ""wick_fraction"": 0.429504}, ""wick_extension_bps"": 13.23434170882532}",2.6788134222210016,0.7335066971571513,False,False,False,True,True
