model,symbol,count,valid_outcome_count,skipped_outcome_count,long_count,short_count,avg_mfe_r,median_mfe_r,avg_mae_r,median_mae_r,hit_0_5r_rate,hit_1r_rate,hit_2r_rate,invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,avg_score,best_symbol,best_timeframe
Entry Model 3,BTCUSDT,9,9,0,2,7,11.91252,10.665195,3.310254,0.310467,1.0,1.0,1.0,0.444444,0.777778,0.777778,3.111111,BTCUSDT,4h
Entry Model 3,ETHUSDT,6,5,1,1,5,9.113003,4.905325,27.944448,14.424793,1.0,1.0,1.0,1.0,0.4,0.4,3.333333,ETHUSDT,1h
Entry Model 3,SOLUSDT,5,5,0,3,2,7.043521,6.093333,17.946289,12.038462,0.8,0.8,0.8,0.8,0.6,0.6,3.2,SOLUSDT,1h
