model,htf_zone_type,count,valid_outcome_count,skipped_outcome_count,long_count,short_count,avg_mfe_r,median_mfe_r,avg_mae_r,median_mae_r,hit_0_5r_rate,hit_1r_rate,hit_2r_rate,invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,avg_score,best_symbol,best_timeframe
Entry Model 3,Breaker,1,1,0,0,1,0.0,0.0,22.538462,22.538462,0.0,0.0,0.0,1.0,0.0,0.0,3.0,SOLUSDT,1h
Entry Model 3,FVG,9,9,0,4,5,9.089877,6.414585,9.104742,0.310467,1.0,1.0,1.0,0.444444,0.777778,0.777778,3.222222,ETHUSDT,1h
Entry Model 3,IFVG,4,4,0,0,4,15.193611,13.278575,13.71248,2.067818,1.0,1.0,1.0,0.75,0.75,0.75,3.0,BTCUSDT,4h
Entry Model 3,PD,6,5,1,2,4,9.082391,4.905325,19.982982,10.753644,1.0,1.0,1.0,1.0,0.4,0.4,3.333333,BTCUSDT,1h
