model,htf_zone_type,count,valid_outcome_count,skipped_outcome_count,long_count,short_count,avg_mfe_r,median_mfe_r,avg_mae_r,median_mae_r,hit_0_5r_rate,hit_1r_rate,hit_2r_rate,invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,avg_score,best_symbol,best_timeframe
Entry Model 3,FVG,2,1,1,2,0,4.012358,4.012358,0.310467,0.310467,1.0,1.0,1.0,0.5,1.0,1.0,4.0,BTCUSDT,1h
Entry Model 3,IFVG,4,4,0,1,3,21.782406,18.383195,6.070183,2.067818,1.0,1.0,1.0,0.75,0.75,0.75,4.25,ETHUSDT,1h
Entry Model 3,PD,6,6,0,5,1,18.597151,11.043816,27.932377,21.128908,0.833333,0.833333,0.833333,1.0,0.166667,0.166667,4.333333,ETHUSDT,1h
