model,symbol,count,valid_outcome_count,skipped_outcome_count,long_count,short_count,avg_mfe_r,median_mfe_r,avg_mae_r,median_mae_r,hit_0_5r_rate,hit_1r_rate,hit_2r_rate,invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,avg_score,best_symbol,best_timeframe
Entry Model 3,BTCUSDT,5,5,0,2,3,13.858177,13.214292,3.039949,1.882765,1.0,1.0,1.0,0.6,0.8,0.8,4.0,BTCUSDT,4h
Entry Model 3,ETHUSDT,6,6,0,5,1,22.239001,11.043816,29.49762,21.87632,0.833333,0.833333,0.833333,1.0,0.166667,0.166667,4.5,ETHUSDT,1h
Entry Model 3,SOLUSDT,1,0,1,1,0,,,,,,,,1.0,,,4.0,,
