model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,59,59,59,0,3.631604,2.098341,0.627119,1.561274,73.389831,0.300284,0.42066,0.254725,0.254725,0.164837,0.001099,0.165935,0.627119,0.525424,0.118644,0.322034,1.0,4.894737,4.645161,1.714286,4,52
turtle_soup,valid,80,80,80,0,3.765933,2.429642,0.4875,2.374236,76.0,0.223593,0.336472,0.167981,0.167981,0.16845,4.1e-05,0.168491,0.4875,0.5625,0.2625,0.4875,1.0,4.153846,2.377778,1.857143,9,60
