phase,start_date,end_date,count,activated_trades,managed_expectancy,gross_managed_expectancy,profit_factor,max_drawdown_r,win_rate,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,session_overtrade_count,passed,failed_gates
overall,2022-04-08,2026-03-30,44,44,0.250441,0.403878,2.034013,2.206281,0.727273,0.154146,-0.000709,0.153437,0,False,min_managed_expectancy_r
train,2022-04-08,2023-07-25,14,14,0.132921,0.279251,1.382915,1.740139,0.642857,0.148528,-0.002198,0.14633,0,False,min_managed_expectancy_r
validation,2023-08-20,2024-06-14,15,15,0.374017,0.540152,3.244152,1.122482,0.8,0.166006,0.000129,0.166135,0,True,
test,2024-07-29,2026-03-30,15,15,0.23655,0.383924,2.076149,2.206281,0.733333,0.147531,-0.000157,0.147373,0,False,min_managed_expectancy_r
