model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,1h,69,69,69,0,3.925576,2.572817,0.550725,2.27636,75.797101,0.255832,0.433271,0.289659,0.289659,0.142906,0.000706,0.143612,0.550725,0.57971,0.217391,0.42029,1.0,4.068966,2.9,1.866667,8,52
turtle_soup,30m,70,70,70,0,3.49535,2.087053,0.542857,1.785503,74.0,0.256455,0.312015,0.121155,0.121155,0.190584,0.000277,0.190861,0.542857,0.514286,0.185714,0.414286,1.0,4.724138,3.75,1.769231,5,60
