rank,filter_name,count,filtered_out,expectancy,target_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_decision_score,avg_rr,min_decision_score,min_target_distance_r,require_smt,require_session_window,allowed_displacement_grades,allowed_htf_locations,exclude_no_trade_reasons
1,"min_target_distance_r=3;allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,928,2.940493,0.173913,0.391304,0.695652,100.0,12.901829,0,3,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
2,"min_target_distance_r=3;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,928,2.940493,0.173913,0.391304,0.695652,100.0,12.901829,0,3,false,false,"valid,strong","discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
3,"min_decision_score=50;min_target_distance_r=3;allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,928,2.940493,0.173913,0.391304,0.695652,100.0,12.901829,50,3,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
4,"min_decision_score=50;min_target_distance_r=3;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,928,2.940493,0.173913,0.391304,0.695652,100.0,12.901829,50,3,false,false,"valid,strong","discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
5,"min_decision_score=70;min_target_distance_r=3;allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,928,2.940493,0.173913,0.391304,0.695652,100.0,12.901829,70,3,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
6,"min_decision_score=70;min_target_distance_r=3;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,928,2.940493,0.173913,0.391304,0.695652,100.0,12.901829,70,3,false,false,"valid,strong","discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
7,"allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",26,925,2.621864,0.192308,0.384615,0.692308,100.0,11.72995,0,0,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
8,"allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",26,925,2.621864,0.192308,0.384615,0.692308,100.0,11.72995,0,0,false,false,"valid,strong","discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
9,"min_target_distance_r=2;allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",26,925,2.621864,0.192308,0.384615,0.692308,100.0,11.72995,0,2,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
10,"min_target_distance_r=2;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",26,925,2.621864,0.192308,0.384615,0.692308,100.0,11.72995,0,2,false,false,"valid,strong","discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
11,"min_decision_score=50;allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",26,925,2.621864,0.192308,0.384615,0.692308,100.0,11.72995,50,0,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
