time,open,high,low,close,volume
1746057600000,94125.2,97388.0,94086.7,96423.3,184526.755
1746144000000,96423.2,97865.4,96283.1,96831.2,139197.526
1746230400000,96831.2,96868.4,95700.0,95803.3,71420.629
1746316800000,95803.3,96266.6,94116.4,94230.2,94260.877
1746403200000,94230.2,95165.1,93445.1,94696.7,154902.375
1746489600000,94696.7,96879.5,93327.0,96798.9,173683.066
1746576000000,96798.9,97700.0,95718.5,96988.4,185267.142
1746662400000,96988.4,104305.3,96831.5,103228.1,317422.469
1746748800000,103228.0,104373.0,102240.0,102941.9,172883.922
1746835200000,102941.9,105000.1,102784.0,104788.8,104384.537
1746921600000,104788.8,104950.0,103283.3,104072.7,139136.421
1747008000000,104072.7,105863.1,100678.0,102739.3,256542.699
1747094400000,102739.3,104949.2,101400.0,104082.0,162368.328
1747180800000,104082.0,104319.0,102536.0,103458.1,126264.097
1747267200000,103458.1,104162.8,101270.8,103714.5,176344.106
1747353600000,103714.2,104524.2,103062.3,103412.2,115513.049
1747440000000,103412.2,103658.0,102541.6,103079.6,90372.669
1747526400000,103079.5,106629.8,103052.2,106407.6,173224.284
1747612800000,106407.5,107114.3,102038.8,105531.6,257825.604
1747699200000,105531.5,107292.5,104115.2,106800.1,226187.246
1747785600000,106800.0,110830.0,106037.9,109609.5,413589.854
1747872000000,109609.6,111959.5,109153.4,111662.7,246067.033
1747958400000,111662.6,111770.4,106721.9,107271.5,279480.347
1748044800000,107271.6,109440.2,106836.0,107698.9,165158.758
1748131200000,107699.0,109285.1,106497.0,108955.9,159465.803
1748217600000,108956.0,110400.0,108616.6,109386.8,146992.22
1748304000000,109386.8,110700.0,107438.0,108889.3,223599.905
1748390400000,108889.2,109252.6,106723.9,107723.1,158417.759
1748476800000,107723.1,108860.0,105054.2,105539.9,213101.255
1748563200000,105539.9,106266.0,103555.0,103950.0,219701.302
1748649600000,103949.9,104859.3,103032.1,104544.7,103607.84
1748736000000,104544.6,105823.6,103704.1,105583.3,97420.24
1748822400000,105583.3,105900.0,103600.6,105814.3,158252.918
1748908800000,105814.4,106775.0,104822.4,105330.1,139216.007
1748995200000,105330.1,105967.2,104111.7,104641.8,118534.125
1749081600000,104641.8,105878.3,100305.1,101458.6,246238.674
1749168000000,101458.7,105283.0,101003.4,104240.0,174300.906
1749254400000,104240.1,105878.3,103800.1,105507.5,79833.173
1749340800000,105507.5,106482.6,104927.4,105676.5,75105.104
1749427200000,105676.5,110653.6,105253.2,110227.9,192956.409
1749513600000,110228.0,110367.2,108282.0,110235.4,152216.974
1749600000000,110235.4,110350.0,108001.2,108600.0,134422.321
1749686400000,108600.1,108782.1,105602.0,105609.5,185790.19
1749772800000,105609.4,106141.1,102614.0,106027.3,245935.413
1749859200000,106027.3,106173.6,104225.4,105359.9,79911.57
1749945600000,105359.8,106099.4,104399.9,105534.6,78819.399
1750032000000,105534.7,108900.0,104920.0,106750.1,166813.219
1750118400000,106750.1,107727.4,103300.0,104508.0,226051.863
1750204800000,104508.0,105500.0,103426.1,104832.8,172706.399
1750291200000,104832.8,105185.7,103870.3,104607.1,87710.605
1750377600000,104607.1,106486.2,102255.3,103246.1,199102.135
1750464000000,103246.1,103940.6,100789.9,102079.8,120771.35
1750550400000,102079.8,103362.6,98115.4,100904.7,293562.636
1750636800000,100904.7,106050.0,99547.6,105290.9,297222.041
1750723200000,105291.0,106239.0,104570.8,106034.9,144449.887
1750809600000,106034.9,108095.7,105755.6,107280.0,159277.823
1750896000000,107280.1,108249.9,106500.0,106913.7,114433.386
1750982400000,106913.8,107686.0,106313.1,107010.7,118637.45
1751068800000,107010.6,107538.0,106767.0,107241.0,35670.419
1751155200000,107240.9,108499.0,107112.6,108309.8,79448.325
1751241600000,108309.8,108783.9,106686.4,107087.4,114681.386
1751328000000,107087.3,107499.9,105182.6,105637.9,120434.401
1751414400000,105637.9,109690.4,105010.0,108800.0,177567.261
1751500800000,108800.0,110484.0,108480.6,109545.2,141487.997
1751587200000,109545.1,109732.3,107200.0,107935.4,132305.847
1751673600000,107935.3,108368.1,107688.3,108153.4,36660.948
1751760000000,108153.4,109684.7,107743.4,109145.8,72388.603
1751846400000,109145.8,109667.3,107456.0,108203.9,106397.578
1751932800000,108203.9,109180.0,107400.0,108873.1,95156.027
1752019200000,108873.2,112036.8,108273.5,111199.9,167834.731
1752105600000,111199.8,117500.0,110432.2,115979.2,225570.213
1752192000000,115979.2,118882.8,115186.7,117500.0,199819.357
1752278400000,117500.0,118176.9,116862.4,117389.3,63722.472
1752364800000,117389.4,119655.0,117164.3,119038.3,90052.381
1752451200000,119038.3,123300.0,118862.6,119816.5,221556.12
1752537600000,119816.5,119919.4,115678.1,117738.5,269977.446
1752624000000,117738.6,120100.0,117017.1,118590.7,159165.948
1752710400000,118590.7,120951.5,117412.8,119176.6,164274.401
1752796800000,119176.5,120846.1,116788.9,117896.4,162246.906
1752883200000,117896.5,118456.0,117245.9,117814.4,52531.193
1752969600000,117814.3,118856.6,116370.1,117216.0,82380.582
1753056000000,117216.1,119720.6,116454.1,117330.2,141885.848
1753142400000,117330.2,120300.1,115865.0,119993.7,186832.45
1753228800000,119993.7,120146.5,117250.0,118713.5,136986.897
1753315200000,118713.4,119469.9,117050.2,118294.3,137377.613
1753401600000,118294.4,118410.8,114667.3,117583.5,260386.754
1753488000000,117583.4,118300.0,117114.2,117889.2,57218.604
1753574400000,117889.3,119766.0,117800.8,119423.4,75978.959
1753660800000,119423.5,119812.0,117388.0,118041.4,106712.329
1753747200000,118041.5,119258.7,116923.0,117897.0,115263.463
1753833600000,117897.1,118763.5,115700.0,117771.0,124917.857
1753920000000,117771.1,118910.0,115373.9,115697.3,135037.467
1754006400000,115697.3,116000.0,112660.0,113244.8,221282.099
1754092800000,113244.8,114000.0,111910.0,112508.8,102459.448
1754179200000,112508.8,114730.0,111850.0,114150.8,63183.869
1754265600000,114150.9,115686.0,114053.8,115002.1,83328.591
1754352000000,115002.1,115073.3,112582.4,114069.6,119316.428
1754438400000,114069.6,115674.2,113304.5,114941.0,98598.67
1754524800000,114941.0,117580.0,114211.4,117419.9,134409.055
1754611200000,117419.9,117591.8,115850.0,116628.2,89828.611
1754697600000,116628.2,117906.7,116304.0,116422.1,77924.534
1754784000000,116422.1,119291.9,116413.2,119255.3,130331.779
1754870400000,119255.3,122450.0,118050.0,118641.9,217088.254
1754956800000,118641.8,120270.0,118154.3,120081.0,125708.555
1755043200000,120080.9,123715.9,118829.0,123323.9,188073.873
1755129600000,123323.9,124545.6,117004.0,118242.2,259801.57
1755216000000,118242.2,119184.0,116736.3,117279.2,120542.357
1755302400000,117279.1,117857.1,117089.7,117329.7,46674.42
1755388800000,117329.8,118558.0,117121.6,117353.8,54386.804
1755475200000,117353.9,117499.4,114605.0,116183.6,147219.779
1755561600000,116183.6,116687.7,112666.6,112824.2,141024.287
1755648000000,112824.1,114569.0,112301.8,114220.5,130522.37
1755734400000,114220.5,114777.0,111944.0,112462.2,96406.356
1755820800000,112462.2,117397.4,111625.9,116897.5,199447.977
1755907200000,116897.5,116988.0,114510.0,115377.1,78419.415
1755993600000,115377.1,115640.0,110484.0,113446.3,133388.002
1756080000000,113446.2,113621.3,109219.8,110064.0,204839.785
1756166400000,110064.1,112330.0,108559.7,111709.9,145041.438
1756252800000,111710.0,112568.5,110306.9,111194.9,114205.122
1756339200000,111194.9,113429.0,110811.0,112507.3,97630.277
1756425600000,112507.3,112585.7,107411.4,108332.4,179725.172
1756512000000,108332.4,108879.6,107281.0,108757.9,60656.883
1756598400000,108758.0,109439.9,108021.0,108208.4,70149.546
1756684800000,108208.4,109874.8,107211.5,109187.9,150280.626
1756771200000,109187.9,111742.1,108333.0,111188.0,175961.356
1756857600000,111187.9,112541.2,110486.9,111659.8,105504.421
1756944000000,111659.7,112136.8,109269.1,110679.4,122300.369
1757030400000,110679.5,113344.3,110153.3,110614.9,193375.404
1757116800000,110614.8,111256.2,109850.0,110135.3,46282.516
1757203200000,110135.2,111559.5,110120.5,111076.0,53840.584
1757289600000,111075.5,112867.6,110566.5,112012.6,99117.859
1757376000000,112012.7,113238.0,110714.9,111499.9,137275.133
1757462400000,111499.9,114287.9,110855.8,113896.8,151901.539
1757548800000,113896.8,115439.0,113340.7,115427.0,113066.078
1757635200000,115427.0,116605.7,114681.5,115978.4,119013.718
1757721600000,115978.4,116245.4,115032.0,115862.7,52529.59
1757808000000,115862.7,116118.6,115057.0,115210.0,55087.99
1757894400000,115210.0,116759.9,114338.5,115300.6,117911.279
1757980800000,115300.5,116910.8,114600.0,116747.3,99446.184
1758067200000,116747.3,117266.4,114623.3,116402.5,158125.07
1758153600000,116402.6,117875.2,116033.5,117017.1,107215.717
1758240000000,117017.1,117406.8,115049.9,115569.5,88151.649
