model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,11,11,11,0,4.627636,2.262114,0.909091,0.960381,70.909091,0.611404,0.563349,0.419361,0.419361,0.143988,0.0,0.143988,0.909091,0.454545,0.0,0.090909,1.0,7.0,3.4,,0,11
turtle_soup,valid,14,14,14,0,4.007832,3.148917,0.357143,2.448612,75.714286,-0.398564,0.285714,0.054076,0.054076,0.231638,0.0,0.231638,0.357143,0.642857,0.285714,0.642857,1.0,2.888889,2.222222,1.5,3,10
