model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,18,18,18,0,2.916112,2.748511,0.388889,1.98242,76.111111,-0.13546,0.3038,0.146994,0.146994,0.156402,0.000404,0.156806,0.388889,0.388889,0.166667,0.444444,1.0,4.0,1.285714,1.0,4,14
turtle_soup,valid,13,13,13,0,4.063755,2.539452,0.461538,2.909828,79.230769,1.139428,0.076923,-0.094184,-0.094184,0.184431,-0.013324,0.171107,0.461538,0.538462,0.307692,0.538462,1.0,3.428571,2.857143,2.75,1,8
