model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,72,72,72,0,2.822192,1.678449,0.319444,2.0,61.666667,0.170955,0.142203,-0.076398,-0.076398,0.2186,0.319444,0.513889,0.319444,0.569444,1.0,4.95122,4.0,6.130435,4,72
turtle_soup,valid,71,71,71,0,3.693479,2.455122,0.197183,2.0,63.380282,-0.331954,-0.227022,-0.552915,-0.552915,0.325894,0.197183,0.366197,0.197183,0.760563,1.0,2.037037,2.307692,4.785714,11,71
