model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,70,70,70,0,3.443155,2.128257,0.271429,2.0,61.714286,-0.110121,-0.124406,-0.383516,-0.383516,0.25911,0.271429,0.4,0.271429,0.685714,1.0,3.541667,2.285714,6.052632,6,70
turtle_soup,short,73,73,73,0,3.074164,1.971842,0.246575,2.0,63.287671,-0.048651,0.038747,-0.245362,-0.245362,0.284109,0.246575,0.479452,0.246575,0.643836,1.0,3.042553,4.114286,5.166667,9,73
