model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,long,122,122,114,0,4.476211,3.022511,0.229508,2.0,78.0,-0.237456,-0.017544,-0.017544,0.229508,0.459016,0.229508,0.696721,1.327869,11.952941,9.375,13.535714,5,0
silver_bullet,short,120,120,107,0,4.667759,2.500769,0.25,2.0,78.0,-0.135434,0.037383,0.037383,0.25,0.45,0.25,0.633333,1.408333,9.828947,7.981481,11.833333,2,0
