model,session_date,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,2025-06-13,14:00-15:00,1,1,1,0,2.997453,2.997453,0.0,2.0,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,6.0,,,0,0
silver_bullet,2025-06-14,10:00-11:00,1,1,1,0,4.696314,4.696314,0.0,2.0,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,6.0,,,0,0
silver_bullet,2025-06-14,14:00-15:00,3,3,2,0,3.184827,3.184827,0.0,2.0,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.666667,1.666667,2.5,,,0,0
silver_bullet,2025-06-15,10:00-11:00,2,2,1,0,0.405296,0.405296,0.0,2.0,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.5,3.5,18.0,,,0,0
silver_bullet,2025-06-15,14:00-15:00,3,3,3,0,5.782269,6.08413,0.666667,2.0,78.0,1.0,0.666667,0.666667,0.666667,0.666667,0.666667,0.333333,1.0,1.0,16.5,17.5,0,0
silver_bullet,2025-06-16,10:00-11:00,3,3,3,0,4.170868,4.338748,0.666667,2.0,78.0,1.976672,1.166667,1.166667,0.666667,1.0,0.666667,0.0,1.0,,20.0,17.0,0,0
silver_bullet,2025-06-16,14:00-15:00,1,1,1,0,6.760981,6.760981,1.0,2.0,78.0,2.0,1.5,1.5,1.0,1.0,1.0,0.0,2.0,,1.0,8.0,0,0
silver_bullet,2025-06-17,10:00-11:00,4,4,4,0,6.066709,6.213037,0.75,2.0,78.0,1.25,0.875,0.875,0.75,0.75,0.75,0.25,1.0,6.0,2.666667,5.333333,0,0
silver_bullet,2025-06-18,10:00-11:00,2,2,2,0,1.259915,1.259915,0.0,2.0,78.0,-1.0,-0.25,-0.25,0.0,0.5,0.0,1.0,1.0,20.5,26.0,,1,0
silver_bullet,2025-06-18,14:00-15:00,1,1,1,0,5.457102,5.457102,0.0,2.0,78.0,-1.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,4.0,2.0,,0,0
silver_bullet,2025-06-19,10:00-11:00,4,4,4,0,1.596666,1.702869,0.0,2.0,78.0,-1.0,-0.25,-0.25,0.0,0.5,0.0,1.0,1.25,10.0,13.0,,0,0
silver_bullet,2025-06-19,14:00-15:00,2,2,1,0,2.468947,2.468947,0.5,2.0,78.0,2.0,1.5,1.5,0.5,0.5,0.5,0.0,3.0,,4.0,13.0,0,0
silver_bullet,2025-06-20,10:00-11:00,2,2,2,0,4.871569,4.871569,0.5,2.0,78.0,1.754305,1.0,1.0,0.5,1.0,0.5,0.0,1.5,,15.5,3.0,0,0
silver_bullet,2025-06-20,14:00-15:00,1,1,1,0,1.839949,1.839949,0.0,2.0,78.0,-1.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,56.0,23.0,,0,0
silver_bullet,2025-06-21,10:00-11:00,3,3,3,0,26.604662,8.746707,0.333333,2.0,78.0,0.0,-0.166667,-0.166667,0.333333,0.333333,0.333333,0.666667,1.333333,6.0,33.0,48.0,1,0
silver_bullet,2025-06-21,14:00-15:00,2,2,2,0,11.373991,11.373991,0.0,2.0,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,4.0,,,0,0
silver_bullet,2025-06-22,10:00-11:00,2,2,2,0,9.159299,9.159299,0.5,2.0,78.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,32.0,12.5,2.0,0,0
silver_bullet,2025-06-23,10:00-11:00,1,1,1,0,35.205264,35.205264,1.0,2.0,78.0,2.0,1.5,1.5,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,0,0
silver_bullet,2025-06-23,14:00-15:00,2,2,1,0,7.048302,7.048302,0.5,2.0,78.0,2.0,1.5,1.5,0.5,0.5,0.5,0.0,2.5,,20.0,25.0,0,0
silver_bullet,2025-06-24,10:00-11:00,1,1,1,0,4.164324,4.164324,0.0,2.0,78.0,-1.0,0.5,0.5,0.0,1.0,0.0,1.0,2.0,2.0,1.0,,0,0
silver_bullet,2025-06-24,14:00-15:00,2,2,2,0,9.22527,9.22527,1.0,2.0,78.0,2.0,1.5,1.5,1.0,1.0,1.0,0.0,1.0,,4.0,4.5,0,0
silver_bullet,2025-06-25,10:00-11:00,3,3,2,0,3.124048,3.124048,0.666667,2.0,78.0,2.0,1.5,1.5,0.666667,0.666667,0.666667,0.0,2.0,,4.0,7.0,0,0
silver_bullet,2025-06-25,14:00-15:00,2,2,2,0,2.245583,2.245583,0.0,2.0,78.0,-1.0,-0.25,-0.25,0.0,0.5,0.0,1.0,1.0,26.5,14.0,,0,0
silver_bullet,2025-06-26,10:00-11:00,2,2,1,0,1.133756,1.133756,0.0,2.0,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.5,2.5,6.0,,,0,0
silver_bullet,2025-06-26,14:00-15:00,2,2,2,0,2.873997,2.873997,0.0,2.0,78.0,-1.0,-0.25,-0.25,0.0,0.5,0.0,1.0,2.0,23.5,27.0,,0,0
silver_bullet,2025-06-27,10:00-11:00,2,2,1,0,1.450732,1.450732,0.0,2.0,78.0,-1.0,0.5,0.5,0.0,0.5,0.0,0.5,2.0,41.0,29.0,,0,0
silver_bullet,2025-06-27,14:00-15:00,2,2,2,0,0.903453,0.903453,0.0,2.0,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.5,6.5,,,0,0
silver_bullet,2025-06-28,10:00-11:00,3,3,3,0,1.435605,1.256386,0.333333,2.0,78.0,0.0,-0.166667,-0.166667,0.333333,0.333333,0.333333,0.666667,1.0,4.5,16.0,18.0,0,0
silver_bullet,2025-06-28,14:00-15:00,2,2,2,0,1.581133,1.581133,0.0,2.0,78.0,-1.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,53.5,12.0,,0,0
silver_bullet,2025-06-29,10:00-11:00,2,2,1,0,0.65899,0.65899,0.0,2.0,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.5,2.5,3.0,,,0,0
silver_bullet,2025-06-29,14:00-15:00,4,4,4,0,7.242236,7.037333,0.0,2.0,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.5,13.5,,,0,0
silver_bullet,2025-06-30,14:00-15:00,2,2,1,0,2.488549,2.488549,0.0,2.0,78.0,-1.0,0.5,0.5,0.0,0.5,0.0,0.5,1.5,12.0,3.0,,0,0
