model,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,10:00-11:00,115,115,102,0,4.663783,2.671971,0.234783,2.0,78.0,-0.152562,0.014706,0.014706,0.234783,0.443478,0.234783,0.634783,1.469565,9.671233,9.235294,14.740741,4,0
silver_bullet,14:00-15:00,127,127,119,0,4.487667,2.889342,0.244094,2.0,78.0,-0.218487,0.004202,0.004202,0.244094,0.464567,0.244094,0.692913,1.275591,12.011364,8.220339,10.83871,3,0
