model,score_bucket,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,high,15,15,15,0,2.553912,2.286835,0.266667,2.0,80.0,-0.095562,-0.228895,-0.5313,-0.5313,0.302405,0.266667,0.333333,0.266667,0.666667,1.0,2.9,1.6,3.5,0,15
turtle_soup,medium,92,92,92,0,3.376118,2.062311,0.23913,2.0,60.0,-0.149318,0.074374,-0.206144,-0.206144,0.280519,0.23913,0.51087,0.23913,0.695652,1.0,3.671875,3.680851,6.454545,12,92
