model,symbol,count,valid_outcome_count,skipped_outcome_count,long_count,short_count,avg_mfe_r,median_mfe_r,avg_mae_r,median_mae_r,hit_0_5r_rate,hit_1r_rate,hit_2r_rate,invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,avg_score,best_symbol,best_timeframe
Entry Model 1,BTCUSDT,164,146,18,86,78,2.368515,1.456129,2.109021,1.354908,0.767123,0.616438,0.363014,0.603659,0.527397,0.294521,3.615854,BTCUSDT,1h
Entry Model 1,ETHUSDT,170,155,15,86,84,1.972365,1.305578,2.1863,1.349615,0.767742,0.567742,0.36129,0.641176,0.451613,0.270968,3.529412,ETHUSDT,1h
Entry Model 2,BTCUSDT,289,246,43,135,154,2.984077,1.404194,2.71641,1.661291,0.837398,0.642276,0.422764,0.67128,0.504065,0.304878,4.349481,BTCUSDT,4h
Entry Model 2,ETHUSDT,281,253,28,140,141,3.796678,2.169684,2.901876,1.520219,0.849802,0.70751,0.513834,0.647687,0.577075,0.383399,4.106762,ETHUSDT,4h
Entry Model 3,BTCUSDT,117,113,4,57,60,6.279135,4.21426,4.94633,2.746071,0.920354,0.867257,0.778761,0.786325,0.59292,0.433628,3.957265,BTCUSDT,1h
Entry Model 3,ETHUSDT,113,107,6,53,60,35.855408,4.80178,9.250631,3.81926,0.88785,0.841121,0.738318,0.840708,0.542056,0.429907,3.831858,ETHUSDT,1h
