model,model_family,direction,symbol,timeframe,timestamp,setup_timestamp,detected_at,entry_time,entry_mode,stop_mode,stop_model,target_mode,target_model,dol_priority,dol_target_type,dol_source,entry_price,entry_low,entry_high,stop_loss,invalidation,target_hint,tp1_price,tp2_price,final_target,rr_to_target,logical_invalidation_model,logical_invalidation_price,partial_close_fraction,be_trigger_r,moved_to_be,exit_reason,risk,risk_bps,same_bar_policy,same_bar_ambiguous,activated_trade,invalidated_before_entry,target_reached_before_entry,session_window,ny_time,htf_mode,htf_bias,htf_location,htf_zone_type,htf_objective_type,htf_context_alignment,htf_score_modifier,pd_array_type,pd_array_age_bars,p_d_value,has_smt_confirmation,smt_direction,smt_pair,smt_strength,decision_score,score_bucket,htf_alignment_score,draw_score,pd_location_score,poi_score,displacement_score,smt_score,killzone_score,target_rr_score,no_trade_reasons,pre_model_filter_pass,pre_model_allowed_directions,pre_model_reasons,htf_inside_poi,htf_approaching_poi,swept_level,sweep_extreme,sweep_liquidity_quality,sweep_level_age_bars,displacement_grade,displacement_factor,body_ratio,range_expansion,breach_displacement_grade,turtle_quality,time_to_confirmation_bars,ltf_trigger_type,fvg_low,fvg_high,fvg_ce,fvg_fill_depth,ifvg_low,ifvg_high,ifvg_ce,ifvg_fill_depth,ifvg_min_retest_depth,source_fvg_age_bars,source_fvg_touches_before_inversion,silver_bullet_min_retest_depth,ob_low,ob_high,breaker_low,breaker_high,poi_retest_count,trigger_to_retest_bars,rejection_body_level,rejection_wick_extreme,current_wick_extreme,rejection_zone_low,rejection_zone_high,rejection_body_sweep_bps,rejection_min_wick_fraction,body_liquidity_sweep,mitigation_low,mitigation_high,time_to_retest_bars,retest_time,target_distance_r,time_to_entry_bars,bars_to_invalidation,bars_to_1r,bars_to_2r,metadata_json,mfe_r,mae_r,invalidated,target_hit,tp1_hit,tp2_hit,final_target_hit,logical_invalidated,tp1_r,managed_outcome_r,managed_exit_reason,target_before_invalidation,hit_1r_before_invalidation,hit_2r_before_invalidation
ifvg_retest,ict,short,BTCUSDT,15m,1747473300000,1747473300000,1747490400000,1747482300000,edge,ce,ce_fvg,nearest_liquidity,internal_liq_fvg_ob,2,clean_equal_lows,local_eql,103024.0,103024.0,103024.0,103095.8548,103095.8548,102715.175,102952.1452,102715.175,102715.175,4.297903549936718,ce_fvg,103075.25,,1.0,False,target_reached_before_entry,71.85480000000098,6.974569032458551,conservative,False,False,False,True,,,off,none,unknown,None,none,neutral,0.0,None,,,False,,,,78,high,20,5,5,8,20,0,0,20,,True,"long,short",,,,,,,,strong,,0.8605341246290801,2.0852024873928947,strong,,,,,,,,103024.0,103126.5,103075.25,0.15609756097560976,0.15,27,4,,,,,,,,,,,,,,,,,,10,1747482300000,4.297903549936718,10,,,,"{""be_trigger_r"": 1.0, ""body_ratio"": 0.8605341246290801, ""breach_close"": 102820.0, ""breach_displacement_factor"": 1.0, ""breach_displacement_grade"": ""strong"", ""breach_time"": 1747473300000, ""close_beyond_structure"": true, ""created_fvg_after_break"": true, ""dealing_range_source"": ""unknown"", ""displacement_grade"": ""strong"", ""dol_priority"": 2, ""dol_source"": ""local_eql"", ""dol_target_type"": ""clean_equal_lows"", ""entry_mode"": ""edge"", ""entry_price"": 103024.0, ""entry_time"": 1747482300000, ""exit_reason"": null, ""final_target"": 102715.175, ""has_smt_confirmation"": false, ""htf_allows_long"": false, ""htf_allows_short"": false, ""htf_bias"": ""none"", ""htf_confidence"": null, ""htf_context_alignment"": ""neutral"", ""htf_draw_direction"": ""none"", ""htf_location"": ""unknown"", ""htf_mode"": ""off"", ""htf_objective_level"": null, ""htf_objective_reached"": false, ""htf_objective_type"": ""none"", ""htf_objective_unreached"": false, ""htf_poi_direction"": ""neutral"", ""htf_reason"": ""no HTF context"", ""htf_score_modifier"": 0.0, ""htf_structure_bias"": ""neutral"", ""htf_zone_high"": null, ""htf_zone_low"": null, ""htf_zone_type"": ""None"", ""ifvg_ce"": 103075.25, ""ifvg_ce_breached_by_retest_close"": false, ""ifvg_ce_invalidation"": 103075.25, ""ifvg_fill_depth"": 0.15609756097560976, ""ifvg_high"": 103126.5, ""ifvg_low"": 103024.0, ""ifvg_max_retest_bars"": 15, ""ifvg_min_retest_bars"": 1, ""ifvg_min_retest_depth"": 0.15, ""logical_invalidation_confirmation"": ""body_close"", ""logical_invalidation_model"": ""ce_fvg"", ""logical_invalidation_price"": 103075.25, ""model_family"": ""ict"", ""moved_to_be"": false, ""p_d_value"": null, ""partial_close_fraction"": 0.5, ""pd_array_age_bars"": null, ""pd_array_type"": ""None"", ""pre_model_allowed_directions"": ""long,short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""range_expansion"": 2.0852024873928947, ""retest_depth"": 0.15609756097560976, ""retest_time"": 1747482300000, ""risk"": 71.85480000000098, ""risk_bps"": 6.974569032458551, ""rr_to_target"": 4.297903549936718, ""source_fvg_age_bars"": 27, ""source_fvg_direction"": ""bullish"", ""source_fvg_time"": 1747449000000, ""source_fvg_touches_before_inversion"": 4, ""stop_loss"": 103095.8548, ""stop_mode"": ""ce"", ""stop_model"": ""ce_fvg"", ""target_mode"": ""nearest_liquidity"", ""target_model"": ""internal_liq_fvg_ob"", ""time_to_retest_bars"": 10, ""tp1_price"": 102952.1452, ""tp2_price"": 102715.175}",,,False,False,False,False,False,False,,,target_reached_before_entry,False,False,False
silver_bullet,ict,short,BTCUSDT,15m,1747490400000,1747490400000,1747491300000,1747490400000,edge,swing_or_fvg,swing_or_fvg,fixed_r,fixed_r,,,,102759.1,102759.1,102759.1,103077.45181999999,103077.45181999999,102122.39636000004,102440.74818000002,102122.39636000004,102122.39636000004,2.0,,,0.5,1.0,False,sl_hit,318.35181999998167,30.980401735708238,conservative,False,True,False,False,10:00-11:00,2025-05-17 10:00,off,,,,,,,,,,,,,,78,high,20,5,5,8,0,0,20,20,,True,"long,short",,,,,,,,,,,,,,,,102759.1,102821.0,102790.05,1.8756058158320223,,,,,,,,0.15,,,,,,,,,,,,,,,,,1,1747490400000,2.0,1,3,,,"{""be_trigger_r"": 1.0, ""entry_mode"": ""edge"", ""entry_price"": 102759.1, ""entry_time"": 1747490400000, ""exit_reason"": null, ""final_target"": 102122.39636000004, ""fvg_ce"": 102790.05, ""fvg_fill_depth"": 1.8756058158320223, ""fvg_high"": 102821.0, ""fvg_low"": 102759.1, ""fvg_ny_time"": ""2025-05-17 09:45"", ""fvg_time"": 1747489500000, ""htf_mode"": ""off"", ""logical_invalidation_confirmation"": ""body_close"", ""logical_invalidation_model"": null, ""logical_invalidation_price"": null, ""model_family"": ""ict"", ""moved_to_be"": false, ""ny_time"": ""2025-05-17 10:00"", ""partial_close_fraction"": 0.5, ""pre_model_allowed_directions"": ""long,short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""retest_ny_time"": ""2025-05-17 10:00"", ""retest_time"": 1747490400000, ""risk"": 318.35181999998167, ""risk_bps"": 30.980401735708238, ""rr_to_target"": 2.0, ""session_window"": ""10:00-11:00"", ""signal_ny_time"": ""2025-05-17 10:00"", ""signal_time"": 1747490400000, ""silver_bullet_fvg_source"": ""first_retest_in_window"", ""silver_bullet_max_retest_bars"": 6, ""silver_bullet_min_retest_depth"": 0.15, ""silver_bullet_retest_must_occur_within_window"": true, ""silver_bullet_use_ce_invalidation"": false, ""stop_loss"": 103077.45181999999, ""stop_mode"": ""swing_or_fvg"", ""stop_model"": ""swing_or_fvg"", ""target_mode"": ""fixed_r"", ""target_model"": ""fixed_r"", ""time_to_retest_bars"": 1, ""tp1_price"": 102440.74818000002, ""tp2_price"": 102122.39636000004}",0.16491188899125195,1.7172824706955612,True,False,False,False,False,False,1.0,-1.0,sl_hit,False,False,False
silver_bullet,ict,long,BTCUSDT,15m,1747493100000,1747493100000,1747494900000,1747494000000,edge,swing_or_fvg,swing_or_fvg,fixed_r,fixed_r,,,,103002.3,103002.3,103002.3,102637.49954,102637.49954,103731.90092,103367.10046,103731.90092,103731.90092,2.0,,,0.5,1.0,False,,364.80045999999857,35.416729529340465,conservative,False,True,False,False,10:00-11:00,2025-05-17 10:45,off,,,,,,,,,,,,,,78,high,20,5,5,8,0,0,20,20,,True,"long,short",,,,,,,,,,,,,,,,102994.0,103002.3,102998.15,5.999999999998247,,,,,,,,0.15,,,,,,,,,,,,,,,,,1,1747494000000,2.0,1,,,,"{""be_trigger_r"": 1.0, ""entry_mode"": ""edge"", ""entry_price"": 103002.3, ""entry_time"": 1747494000000, ""exit_reason"": null, ""final_target"": 103731.90092, ""fvg_ce"": 102998.15, ""fvg_fill_depth"": 5.999999999998247, ""fvg_high"": 103002.3, ""fvg_low"": 102994.0, ""fvg_ny_time"": ""2025-05-17 10:45"", ""fvg_time"": 1747493100000, ""htf_mode"": ""off"", ""logical_invalidation_confirmation"": ""body_close"", ""logical_invalidation_model"": null, ""logical_invalidation_price"": null, ""model_family"": ""ict"", ""moved_to_be"": false, ""ny_time"": ""2025-05-17 10:45"", ""partial_close_fraction"": 0.5, ""pre_model_allowed_directions"": ""long,short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""retest_ny_time"": ""2025-05-17 11:00"", ""retest_time"": 1747494000000, ""risk"": 364.80045999999857, ""risk_bps"": 35.416729529340465, ""rr_to_target"": 2.0, ""session_window"": ""10:00-11:00"", ""signal_ny_time"": ""2025-05-17 10:45"", ""signal_time"": 1747493100000, ""silver_bullet_fvg_source"": ""created_in_window"", ""silver_bullet_max_retest_bars"": 6, ""silver_bullet_min_retest_depth"": 0.15, ""silver_bullet_retest_must_occur_within_window"": true, ""silver_bullet_use_ce_invalidation"": false, ""stop_loss"": 102637.49954, ""stop_mode"": ""swing_or_fvg"", ""stop_model"": ""swing_or_fvg"", ""target_mode"": ""fixed_r"", ""target_model"": ""fixed_r"", ""time_to_retest_bars"": 1, ""tp1_price"": 103367.10046, ""tp2_price"": 103731.90092}",0.8319616702237743,0.8105801182377848,False,False,False,False,False,False,1.0,0.8319616702237743,open_mark_to_mfe,False,False,False
silver_bullet,ict,short,BTCUSDT,15m,1747551600000,1747551600000,1747576800000,1747551600000,edge,swing_or_fvg,swing_or_fvg,fixed_r,fixed_r,,,,103431.9,103431.9,103431.9,103657.08638,103657.08638,102981.52724,103206.71362,102981.52724,102981.52724,2.0,,,0.5,1.0,False,sl_hit,225.1863799999992,21.771463155950844,conservative,False,True,False,False,03:00-04:00,2025-05-18 03:00,off,,,,,,,,,,,,,,78,high,20,5,5,8,0,0,20,20,,True,"long,short",,,,,,,,,,,,,,,,103431.9,103440.3,103436.1,6.523809523803089,,,,,,,,0.15,,,,,,,,,,,,,,,,,1,1747551600000,2.0,1,3,,,"{""be_trigger_r"": 1.0, ""entry_mode"": ""edge"", ""entry_price"": 103431.9, ""entry_time"": 1747551600000, ""exit_reason"": null, ""final_target"": 102981.52724, ""fvg_ce"": 103436.1, ""fvg_fill_depth"": 6.523809523803089, ""fvg_high"": 103440.3, ""fvg_low"": 103431.9, ""fvg_ny_time"": ""2025-05-18 02:45"", ""fvg_time"": 1747550700000, ""htf_mode"": ""off"", ""logical_invalidation_confirmation"": ""body_close"", ""logical_invalidation_model"": null, ""logical_invalidation_price"": null, ""model_family"": ""ict"", ""moved_to_be"": false, ""ny_time"": ""2025-05-18 03:00"", ""partial_close_fraction"": 0.5, ""pre_model_allowed_directions"": ""long,short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""retest_ny_time"": ""2025-05-18 03:00"", ""retest_time"": 1747551600000, ""risk"": 225.1863799999992, ""risk_bps"": 21.771463155950844, ""rr_to_target"": 2.0, ""session_window"": ""03:00-04:00"", ""signal_ny_time"": ""2025-05-18 03:00"", ""signal_time"": 1747551600000, ""silver_bullet_fvg_source"": ""first_retest_in_window"", ""silver_bullet_max_retest_bars"": 6, ""silver_bullet_min_retest_depth"": 0.15, ""silver_bullet_retest_must_occur_within_window"": true, ""silver_bullet_use_ce_invalidation"": false, ""stop_loss"": 103657.08638, ""stop_mode"": ""swing_or_fvg"", ""stop_model"": ""swing_or_fvg"", ""target_mode"": ""fixed_r"", ""target_model"": ""fixed_r"", ""time_to_retest_bars"": 1, ""tp1_price"": 103206.71362, ""tp2_price"": 102981.52724}",0.0,2.8163337409661007,True,False,False,False,False,False,1.0,-1.0,sl_hit,False,False,False
silver_bullet,ict,long,BTCUSDT,15m,1747579500000,1747579500000,1747581300000,1747580400000,edge,swing_or_fvg,swing_or_fvg,fixed_r,fixed_r,,,,105161.6,105161.6,105161.6,104487.86768,104487.86768,106509.06464000003,105835.33232000002,106509.06464000003,106509.06464000003,2.0,,,0.5,1.0,True,sl_hit,673.7323200000101,64.06638164501206,conservative,False,True,False,False,10:00-11:00,2025-05-18 10:45,off,,,,,,,,,,,,,,78,high,20,5,5,8,0,0,20,20,,True,"long,short",,,,,,,,,,,,,,,,104881.5,105161.6,105021.55,0.8443413066761696,,,,,,,,0.15,,,,,,,,,,,,,,,,,1,1747580400000,2.0,1,12,8,,"{""be_trigger_r"": 1.0, ""entry_mode"": ""edge"", ""entry_price"": 105161.6, ""entry_time"": 1747580400000, ""exit_reason"": null, ""final_target"": 106509.06464000003, ""fvg_ce"": 105021.55, ""fvg_fill_depth"": 0.8443413066761696, ""fvg_high"": 105161.6, ""fvg_low"": 104881.5, ""fvg_ny_time"": ""2025-05-18 10:45"", ""fvg_time"": 1747579500000, ""htf_mode"": ""off"", ""logical_invalidation_confirmation"": ""body_close"", ""logical_invalidation_model"": null, ""logical_invalidation_price"": null, ""model_family"": ""ict"", ""moved_to_be"": false, ""ny_time"": ""2025-05-18 10:45"", ""partial_close_fraction"": 0.5, ""pre_model_allowed_directions"": ""long,short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""retest_ny_time"": ""2025-05-18 11:00"", ""retest_time"": 1747580400000, ""risk"": 673.7323200000101, ""risk_bps"": 64.06638164501206, ""rr_to_target"": 2.0, ""session_window"": ""10:00-11:00"", ""signal_ny_time"": ""2025-05-18 10:45"", ""signal_time"": 1747579500000, ""silver_bullet_fvg_source"": ""created_in_window"", ""silver_bullet_max_retest_bars"": 6, ""silver_bullet_min_retest_depth"": 0.15, ""silver_bullet_retest_must_occur_within_window"": true, ""silver_bullet_use_ce_invalidation"": false, ""stop_loss"": 104487.86768, ""stop_mode"": ""swing_or_fvg"", ""stop_model"": ""swing_or_fvg"", ""target_mode"": ""fixed_r"", ""target_model"": ""fixed_r"", ""time_to_retest_bars"": 1, ""tp1_price"": 105835.33232000002, ""tp2_price"": 106509.06464000003}",1.2439658527885062,2.0209806767174023,True,False,True,False,False,False,1.0,0.5,be_after_tp1,False,True,False
silver_bullet,ict,long,BTCUSDT,15m,1747640700000,1747640700000,1747663200000,1747641600000,edge,swing_or_fvg,swing_or_fvg,fixed_r,fixed_r,,,,103112.9,103112.9,103112.9,102105.67742,102105.67742,105127.34515999997,104120.12257999998,105127.34515999997,105127.34515999997,2.0,,,0.5,1.0,False,sl_hit,1007.2225799999869,97.68152966311557,conservative,False,True,False,False,03:00-04:00,2025-05-19 03:45,off,,,,,,,,,,,,,,78,high,20,5,5,8,0,0,20,20,,True,"long,short",,,,,,,,,,,,,,,,102847.0,103112.9,102979.95,0.6878525761564429,,,,,,,,0.15,,,,,,,,,,,,,,,,,1,1747641600000,2.0,1,19,,,"{""be_trigger_r"": 1.0, ""entry_mode"": ""edge"", ""entry_price"": 103112.9, ""entry_time"": 1747641600000, ""exit_reason"": null, ""final_target"": 105127.34515999997, ""fvg_ce"": 102979.95, ""fvg_fill_depth"": 0.6878525761564429, ""fvg_high"": 103112.9, ""fvg_low"": 102847.0, ""fvg_ny_time"": ""2025-05-19 03:45"", ""fvg_time"": 1747640700000, ""htf_mode"": ""off"", ""logical_invalidation_confirmation"": ""body_close"", ""logical_invalidation_model"": null, ""logical_invalidation_price"": null, ""model_family"": ""ict"", ""moved_to_be"": false, ""ny_time"": ""2025-05-19 03:45"", ""partial_close_fraction"": 0.5, ""pre_model_allowed_directions"": ""long,short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""retest_ny_time"": ""2025-05-19 04:00"", ""retest_time"": 1747641600000, ""risk"": 1007.2225799999869, ""risk_bps"": 97.68152966311557, ""rr_to_target"": 2.0, ""session_window"": ""03:00-04:00"", ""signal_ny_time"": ""2025-05-19 03:45"", ""signal_time"": 1747640700000, ""silver_bullet_fvg_source"": ""created_in_window"", ""silver_bullet_max_retest_bars"": 6, ""silver_bullet_min_retest_depth"": 0.15, ""silver_bullet_retest_must_occur_within_window"": true, ""silver_bullet_use_ce_invalidation"": false, ""stop_loss"": 102105.67742, ""stop_mode"": ""swing_or_fvg"", ""stop_model"": ""swing_or_fvg"", ""target_mode"": ""fixed_r"", ""target_model"": ""fixed_r"", ""time_to_retest_bars"": 1, ""tp1_price"": 104120.12257999998, ""tp2_price"": 105127.34515999997}",0.24483168357882626,1.0166571126711768,True,False,False,False,False,False,1.0,-1.0,sl_hit,False,False,False
silver_bullet,ict,short,BTCUSDT,15m,1747727100000,1747727100000,1747749600000,1747728000000,edge,swing_or_fvg,swing_or_fvg,fixed_r,fixed_r,,,,105089.2,105089.2,105089.2,105720.31784,105720.31784,103826.96431999998,104458.08215999999,103826.96431999998,103826.96431999998,2.0,,,0.5,1.0,False,,631.1178400000063,60.05544242415075,conservative,False,True,False,False,03:00-04:00,2025-05-20 03:45,off,,,,,,,,,,,,,,78,high,20,5,5,8,0,0,20,20,,True,"long,short",,,,,,,,,,,,,,,,105089.2,105405.5,105247.35,0.2845399936768864,,,,,,,,0.15,,,,,,,,,,,,,,,,,1,1747728000000,2.0,1,,,,"{""be_trigger_r"": 1.0, ""entry_mode"": ""edge"", ""entry_price"": 105089.2, ""entry_time"": 1747728000000, ""exit_reason"": null, ""final_target"": 103826.96431999998, ""fvg_ce"": 105247.35, ""fvg_fill_depth"": 0.2845399936768864, ""fvg_high"": 105405.5, ""fvg_low"": 105089.2, ""fvg_ny_time"": ""2025-05-20 03:45"", ""fvg_time"": 1747727100000, ""htf_mode"": ""off"", ""logical_invalidation_confirmation"": ""body_close"", ""logical_invalidation_model"": null, ""logical_invalidation_price"": null, ""model_family"": ""ict"", ""moved_to_be"": false, ""ny_time"": ""2025-05-20 03:45"", ""partial_close_fraction"": 0.5, ""pre_model_allowed_directions"": ""long,short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""retest_ny_time"": ""2025-05-20 04:00"", ""retest_time"": 1747728000000, ""risk"": 631.1178400000063, ""risk_bps"": 60.05544242415075, ""rr_to_target"": 2.0, ""session_window"": ""03:00-04:00"", ""signal_ny_time"": ""2025-05-20 03:45"", ""signal_time"": 1747727100000, ""silver_bullet_fvg_source"": ""created_in_window"", ""silver_bullet_max_retest_bars"": 6, ""silver_bullet_min_retest_depth"": 0.15, ""silver_bullet_retest_must_occur_within_window"": true, ""silver_bullet_use_ce_invalidation"": false, ""stop_loss"": 105720.31784, ""stop_mode"": ""swing_or_fvg"", ""stop_model"": ""swing_or_fvg"", ""target_mode"": ""fixed_r"", ""target_model"": ""fixed_r"", ""time_to_retest_bars"": 1, ""tp1_price"": 104458.08215999999, ""tp2_price"": 103826.96431999998}",0.7751325806286703,0.4476184669411297,False,False,False,False,False,False,1.0,0.7751325806286703,open_mark_to_mfe,False,False,False
silver_bullet,ict,long,BTCUSDT,15m,1747810800000,1747810800000,1747836000000,1747810800000,edge,swing_or_fvg,swing_or_fvg,fixed_r,fixed_r,,,,107691.7,107691.7,107691.7,107229.76166,107229.76166,108615.57667999998,108153.63833999999,108615.57667999998,108615.57667999998,2.0,,,0.5,1.0,False,sl_hit,461.93833999999333,42.8945164761995,conservative,False,True,False,False,03:00-04:00,2025-05-21 03:00,off,,,,,,,,,,,,,,78,high,20,5,5,8,0,0,20,20,,True,"long,short",,,,,,,,,,,,,,,,107575.9,107691.7,107633.79999999999,2.582037996545704,,,,,,,,0.15,,,,,,,,,,,,,,,,,2,1747810800000,2.0,1,1,,,"{""be_trigger_r"": 1.0, ""entry_mode"": ""edge"", ""entry_price"": 107691.7, ""entry_time"": 1747810800000, ""exit_reason"": null, ""final_target"": 108615.57667999998, ""fvg_ce"": 107633.79999999999, ""fvg_fill_depth"": 2.582037996545704, ""fvg_high"": 107691.7, ""fvg_low"": 107575.9, ""fvg_ny_time"": ""2025-05-21 02:30"", ""fvg_time"": 1747809000000, ""htf_mode"": ""off"", ""logical_invalidation_confirmation"": ""body_close"", ""logical_invalidation_model"": null, ""logical_invalidation_price"": null, ""model_family"": ""ict"", ""moved_to_be"": false, ""ny_time"": ""2025-05-21 03:00"", ""partial_close_fraction"": 0.5, ""pre_model_allowed_directions"": ""long,short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""retest_ny_time"": ""2025-05-21 03:00"", ""retest_time"": 1747810800000, ""risk"": 461.93833999999333, ""risk_bps"": 42.8945164761995, ""rr_to_target"": 2.0, ""session_window"": ""03:00-04:00"", ""signal_ny_time"": ""2025-05-21 03:00"", ""signal_time"": 1747810800000, ""silver_bullet_fvg_source"": ""first_retest_in_window"", ""silver_bullet_max_retest_bars"": 6, ""silver_bullet_min_retest_depth"": 0.15, ""silver_bullet_retest_must_occur_within_window"": true, ""silver_bullet_use_ce_invalidation"": false, ""stop_loss"": 107229.76166, ""stop_mode"": ""swing_or_fvg"", ""stop_model"": ""swing_or_fvg"", ""target_mode"": ""fixed_r"", ""target_model"": ""fixed_r"", ""time_to_retest_bars"": 2, ""tp1_price"": 108153.63833999999, ""tp2_price"": 108615.57667999998}",0.0,3.5801314954719428,True,False,False,False,False,False,1.0,-1.0,sl_hit,False,False,False
silver_bullet,ict,long,BTCUSDT,15m,1747984500000,1747984500000,1748008800000,1747985400000,edge,swing_or_fvg,swing_or_fvg,fixed_r,fixed_r,,,,110679.9,110679.9,110679.9,110329.36402,110329.36402,111380.97196,111030.43598,111380.97196,111380.97196,2.0,,,0.5,1.0,True,sl_hit,350.53598000000056,31.671150769019537,conservative,False,True,False,False,03:00-04:00,2025-05-23 03:15,off,,,,,,,,,,,,,,78,high,20,5,5,8,0,0,20,20,,True,"long,short",,,,,,,,,,,,,,,,110611.2,110679.9,110645.54999999999,0.6506550218340463,,,,,,,,0.15,,,,,,,,,,,,,,,,,1,1747985400000,2.0,1,16,7,,"{""be_trigger_r"": 1.0, ""entry_mode"": ""edge"", ""entry_price"": 110679.9, ""entry_time"": 1747985400000, ""exit_reason"": null, ""final_target"": 111380.97196, ""fvg_ce"": 110645.54999999999, ""fvg_fill_depth"": 0.6506550218340463, ""fvg_high"": 110679.9, ""fvg_low"": 110611.2, ""fvg_ny_time"": ""2025-05-23 03:15"", ""fvg_time"": 1747984500000, ""htf_mode"": ""off"", ""logical_invalidation_confirmation"": ""body_close"", ""logical_invalidation_model"": null, ""logical_invalidation_price"": null, ""model_family"": ""ict"", ""moved_to_be"": false, ""ny_time"": ""2025-05-23 03:15"", ""partial_close_fraction"": 0.5, ""pre_model_allowed_directions"": ""long,short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""retest_ny_time"": ""2025-05-23 03:30"", ""retest_time"": 1747985400000, ""risk"": 350.53598000000056, ""risk_bps"": 31.671150769019537, ""rr_to_target"": 2.0, ""session_window"": ""03:00-04:00"", ""signal_ny_time"": ""2025-05-23 03:15"", ""signal_time"": 1747984500000, ""silver_bullet_fvg_source"": ""created_in_window"", ""silver_bullet_max_retest_bars"": 6, ""silver_bullet_min_retest_depth"": 0.15, ""silver_bullet_retest_must_occur_within_window"": true, ""silver_bullet_use_ce_invalidation"": false, ""stop_loss"": 110329.36402, ""stop_mode"": ""swing_or_fvg"", ""stop_model"": ""swing_or_fvg"", ""target_mode"": ""fixed_r"", ""target_model"": ""fixed_r"", ""time_to_retest_bars"": 1, ""tp1_price"": 111030.43598, ""tp2_price"": 111380.97196}",1.9059384431806536,9.784730229404664,True,False,True,False,False,False,1.0,0.5,be_after_tp1,False,True,False
silver_bullet,ict,long,BTCUSDT,15m,1748008800000,1748008800000,1748010600000,1748009700000,edge,swing_or_fvg,swing_or_fvg,fixed_r,fixed_r,,,,109589.1,109589.1,109589.1,108302.08218,108302.08218,112163.13564000002,110876.11782000001,112163.13564000002,112163.13564000002,2.0,,,0.5,1.0,False,sl_hit,1287.0178200000082,117.44031295083253,conservative,False,True,False,False,10:00-11:00,2025-05-23 10:00,off,,,,,,,,,,,,,,78,high,20,5,5,8,0,0,20,20,,True,"long,short",,,,,,,,,,,,,,,,109544.0,109589.1,109566.55,3.6762749445672176,,,,,,,,0.15,,,,,,,,,,,,,,,,,1,1748009700000,2.0,1,9,,,"{""be_trigger_r"": 1.0, ""entry_mode"": ""edge"", ""entry_price"": 109589.1, ""entry_time"": 1748009700000, ""exit_reason"": null, ""final_target"": 112163.13564000002, ""fvg_ce"": 109566.55, ""fvg_fill_depth"": 3.6762749445672176, ""fvg_high"": 109589.1, ""fvg_low"": 109544.0, ""fvg_ny_time"": ""2025-05-23 10:00"", ""fvg_time"": 1748008800000, ""htf_mode"": ""off"", ""logical_invalidation_confirmation"": ""body_close"", ""logical_invalidation_model"": null, ""logical_invalidation_price"": null, ""model_family"": ""ict"", ""moved_to_be"": false, ""ny_time"": ""2025-05-23 10:00"", ""partial_close_fraction"": 0.5, ""pre_model_allowed_directions"": ""long,short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""retest_ny_time"": ""2025-05-23 10:15"", ""retest_time"": 1748009700000, ""risk"": 1287.0178200000082, ""risk_bps"": 117.44031295083253, ""rr_to_target"": 2.0, ""session_window"": ""10:00-11:00"", ""signal_ny_time"": ""2025-05-23 10:00"", ""signal_time"": 1748008800000, ""silver_bullet_fvg_source"": ""created_in_window"", ""silver_bullet_max_retest_bars"": 6, ""silver_bullet_min_retest_depth"": 0.15, ""silver_bullet_retest_must_occur_within_window"": true, ""silver_bullet_use_ce_invalidation"": false, ""stop_loss"": 108302.08218, ""stop_mode"": ""swing_or_fvg"", ""stop_model"": ""swing_or_fvg"", ""target_mode"": ""fixed_r"", ""target_model"": ""fixed_r"", ""time_to_retest_bars"": 1, ""tp1_price"": 110876.11782000001, ""tp2_price"": 112163.13564000002}",0.2514339700440117,1.2735643396141907,True,False,False,False,False,False,1.0,-1.0,sl_hit,False,False,False
