model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ifvg_retest,long,2,2,1,0,8.878048,8.878048,0.0,2.192829,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.5,2.0,1.0,,,1,1
ifvg_retest,short,8,8,2,0,15.733034,15.733034,0.125,3.553974,66.75,1.285306,0.642653,0.642653,0.125,0.125,0.125,0.125,6.375,1.0,1.0,1.0,1,4
silver_bullet,long,39,39,37,0,1.342622,1.033632,0.102564,2.0,78.0,-0.398342,-0.26024,-0.26024,0.102564,0.307692,0.102564,0.717949,1.153846,6.821429,5.916667,5.25,0,0
silver_bullet,short,38,38,36,0,1.769131,1.429957,0.315789,2.0,78.0,0.177179,0.227941,0.227941,0.315789,0.5,0.315789,0.552632,1.315789,5.857143,5.368421,7.5,1,0
