model,score_bucket,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,high,1672,1672,1672,0,11.389275,7.621422,0.231459,8.577981,72.254785,0.959912,0.420506,-0.449095,-0.449095,0.869834,-0.000233,0.869601,0.231459,0.70933,0.601077,0.741627,1.0,3.325,1.065767,1.308458,983,43
turtle_soup,medium,488,488,488,0,6.473132,3.601297,0.516393,1.810533,54.42623,0.360853,0.464798,0.067326,0.067326,0.397043,0.000429,0.397472,0.516393,0.713115,0.401639,0.479508,1.0,3.153846,1.58908,1.831633,91,488
