model,session_label,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,custom,12,12,12,0,7.918819,4.726715,0.666667,4.474093,80.0,3.15562,0.790488,0.442527,0.442527,0.347961,0.0,0.347961,0.666667,0.833333,0.666667,0.166667,1.0,3.5,1.0,1.0,1,7
turtle_soup,london_open,19,19,19,0,8.812062,7.080395,0.315789,7.293142,87.894737,0.286508,0.751866,0.138034,0.138034,0.613831,0.0,0.613831,0.315789,0.842105,0.789474,0.684211,1.0,5.615385,1.0625,1.4,10,2
turtle_soup,ny_open,30,30,30,0,8.039624,6.440746,0.433333,5.32842,83.333333,0.631944,0.866667,0.381425,0.381425,0.485241,0.0,0.485241,0.433333,0.933333,0.733333,0.566667,1.0,4.0,1.107143,1.272727,13,14
