model,stop_mode,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,asian_sweep_extreme,61,61,61,0,8.256455,6.453464,0.442623,5.772318,84.098361,1.02081,0.815923,0.317635,0.317635,0.498288,0.0,0.498288,0.442623,0.885246,0.737705,0.52459,1.0,4.625,1.074074,1.266667,24,23
