model,displacement_grade,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ifvg_retest,strong,166,166,58,0,17.518114,10.589814,0.120482,5.056797,68.421687,0.234629,0.242638,-0.56868,-0.56868,0.283509,-3.7e-05,0.283473,0.120482,0.174699,0.090361,0.222892,6.945783,2.162162,1.413793,1.066667,24,90
ifvg_retest,valid,161,161,63,0,21.520698,7.470159,0.142857,5.036805,63.0,0.135288,0.310139,-0.630649,-0.630649,0.367622,0.000512,0.368134,0.142857,0.21118,0.10559,0.248447,6.304348,3.9,1.882353,1.705882,19,93
