model_family,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ict,18,18,18,0,2.286222,1.965408,0.555556,1.49816,73.333333,0.232893,0.332084,0.135854,0.135854,0.196231,0.0,0.196231,0.555556,0.444444,0.111111,0.333333,1.0,3.666667,5.75,5.5,2,16
