model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,1h,10,10,10,0,2.114965,1.403013,0.5,1.84133,74.0,0.171458,0.2628,0.083057,0.083057,0.179743,0.0,0.179743,0.5,0.5,0.1,0.4,1.0,3.0,8.2,5.0,1,8
turtle_soup,30m,8,8,8,0,2.500294,2.271216,0.625,1.069197,72.5,0.309686,0.418689,0.201849,0.201849,0.21684,0.0,0.21684,0.625,0.375,0.125,0.25,1.0,5.0,1.666667,6.0,1,8
