model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,65,65,65,0,4.573527,2.053481,0.615385,1.62249,74.153846,0.42134,0.493408,0.331948,0.331948,0.160022,0.001438,0.16146,0.615385,0.569231,0.123077,0.307692,1.0,4.65,4.513514,2.375,4,57
turtle_soup,valid,59,59,59,0,3.27945,1.703891,0.389831,2.601464,77.118644,-0.148291,0.163902,-0.014067,-0.014067,0.176281,0.001688,0.177969,0.389831,0.474576,0.20339,0.610169,1.0,3.861111,2.428571,2.0,12,41
