model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,1h,58,58,58,0,3.820464,2.013803,0.448276,2.611422,76.896552,0.113698,0.358549,0.20712,0.20712,0.149302,0.002127,0.151429,0.448276,0.534483,0.155172,0.482759,1.0,4.392857,3.290323,2.222222,10,42
turtle_soup,30m,66,66,66,0,4.078483,1.994614,0.560606,1.628573,74.393939,0.182477,0.317362,0.132328,0.132328,0.183978,0.001056,0.185034,0.560606,0.515152,0.166667,0.424242,1.0,3.892857,3.911765,2.090909,6,56
