model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,64,64,64,0,4.217804,1.844201,0.5,2.041313,75.625,0.141229,0.33886,0.176916,0.176916,0.153917,0.008026,0.161944,0.5,0.53125,0.140625,0.453125,1.0,4.068966,4.970588,2.222222,9,51
turtle_soup,short,60,60,60,0,3.680456,2.311693,0.516667,2.138404,75.5,0.159989,0.334245,0.157067,0.157067,0.182522,-0.005344,0.177178,0.516667,0.516667,0.183333,0.45,1.0,4.222222,2.129032,2.090909,7,47
