model,symbol,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,BTCUSDT,64,64,64,0,3.492889,1.638643,0.578125,1.571255,73.75,0.189194,0.342792,0.151911,0.151911,0.189034,0.001847,0.190881,0.578125,0.484375,0.09375,0.375,1.0,3.875,4.903226,2.166667,6,55
turtle_soup,LINKUSDT,38,38,38,0,3.438044,2.53652,0.526316,2.369164,76.052632,0.25053,0.362302,0.23869,0.23869,0.12643,-0.002818,0.123612,0.526316,0.578947,0.236842,0.447368,1.0,3.588235,2.227273,1.888889,4,30
turtle_soup,XRPUSDT,22,22,22,0,6.208009,2.115775,0.272727,3.107258,80.0,-0.135934,0.274343,0.088822,0.088822,0.177253,0.008269,0.185521,0.272727,0.545455,0.227273,0.681818,1.0,5.2,2.833333,2.6,6,13
