model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,47,47,47,0,3.924218,2.455122,0.255319,2.0,62.12766,-0.193715,-0.094422,-0.390074,-0.390074,0.295653,0.255319,0.446809,0.255319,0.723404,1.0,2.823529,2.238095,8.416667,3,47
turtle_soup,short,54,54,54,0,3.052827,1.989709,0.259259,2.0,63.333333,-0.001223,0.115469,-0.160943,-0.160943,0.276412,0.259259,0.537037,0.259259,0.62963,1.0,3.441176,4.724138,5.142857,8,54
