model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,49,49,49,0,2.895899,1.855941,0.306122,2.0,61.632653,0.116591,0.143536,-0.080151,-0.080151,0.223687,0.306122,0.55102,0.306122,0.591837,1.0,4.62069,4.259259,6.4,4,49
turtle_soup,valid,52,52,52,0,3.988304,2.461664,0.211538,2.0,63.846154,-0.286223,-0.100688,-0.444174,-0.444174,0.343486,0.211538,0.442308,0.211538,0.75,1.0,2.025641,3.0,7.0,7,52
